,¿¬µµ,¿ù,¼øÀ§,ÆÀ¸í,°æ±â,ÅË¼Æ,Å¸À²,BABIP,º¼³Ý%,»ïÁø%,º¼/»ï,ISO,Å¸¼ö/È¨·±,OPS,RC,RC/27,wRC,SPD,wSB,µµ½Ç,wOBA,wRAA
199,2017,7,10,KT,19,706,0.253,0.294,8.6,16.2,0.54,0.112,61.70,0.694,75.51,4.08,71.10,4.37,2.67,0.316,-19.61,-
200,2017,8,1,µÎ»ê,27,1054,0.297,0.331,8.4,15.2,0.56,0.163,33.11,0.828,155.11,5.96,155.03,4.31,1.81,0.367,19.61,-
201,2017,8,2,·Ôµ¥,27,1068,0.294,0.336,8.0,18.5,0.43,0.167,26.33,0.819,158.05,5.95,149.78,5.34,4.80,0.360,12.56,-
202,2017,8,3,ÇÑÈ­,23,896,0.297,0.339,7.7,16.3,0.47,0.146,35.91,0.806,128.60,5.80,125.62,5.09,2.53,0.360,10.50,-
203,2017,8,4,Hero,26,1026,0.286,0.341,8.5,20.3,0.42,0.158,33.96,0.797,145.19,5.66,139.65,5.41,3.44,0.355,7.82,-
204,2017,8,5,SK,25,945,0.286,0.332,5.8,19.4,0.30,0.163,30.39,0.788,128.16,5.28,122.83,4.95,2.66,0.349,1.41,-
205,2017,8,6,KIA,21,827,0.296,0.331,8.7,15.6,0.56,0.161,33.00,0.823,122.04,5.95,120.83,5.07,2.98,0.366,14.57,-
206,2017,8,7,NC,27,1051,0.275,0.315,7.3,17.7,0.41,0.157,34.74,0.774,142.84,5.38,133.23,5.60,4.58,0.345,-1.81,-
207,2017,8,8,LG,24,941,0.270,0.322,8.1,18.8,0.43,0.110,46.11,0.722,111.01,4.65,104.84,4.43,2.90,0.328,-16.06,-
208,2017,8,9,KT,24,929,0.292,0.335,7.3,18.4,0.40,0.171,28.45,0.819,135.83,5.82,132.87,5.10,3.52,0.363,13.50,-
209,2017,8,10,»ï¼º,24,976,0.306,0.353,7.7,16.7,0.46,0.138,39.64,0.812,144.87,6.09,139.58,5.78,3.30,0.363,14.18,-
210,2017,9,1,·Ôµ¥,19,717,0.300,0.343,6.4,16.7,0.38,0.142,35.94,0.798,100.00,5.54,98.24,4.52,2.22,0.356,6.11,-
211,2017,9,2,µÎ»ê,21,863,0.292,0.342,10.5,20.0,0.53,0.174,23.97,0.842,134.55,6.48,131.68,5.04,2.04,0.373,20.80,-
212,2017,9,3,SK,18,702,0.299,0.355,5.8,23.6,0.25,0.210,19.33,0.854,111.17,6.29,106.14,4.52,0.83,0.372,15.94,-
213,2017,9,4,NC,20,836,0.324,0.352,8.0,15.6,0.52,0.192,20.58,0.904,150.63,7.64,144.75,4.62,2.36,0.396,37.33,-
214,2017,9,5,KT,21,802,0.292,0.345,4.7,21.0,0.23,0.159,32.13,0.781,106.96,5.14,100.44,5.54,1.89,0.343,-2.60,-
215,2017,9,6,KIA,23,909,0.300,0.325,7.2,14.4,0.50,0.156,28.07,0.813,132.15,5.82,128.37,4.86,2.55,0.361,11.58,-
216,2017,9,7,LG,25,980,0.267,0.310,8.0,18.3,0.44,0.107,41.05,0.709,109.85,4.35,103.07,4.16,1.77,0.321,-22.85,-
217,2017,9,8,ÇÑÈ­,23,884,0.267,0.320,7.6,20.2,0.37,0.140,37.24,0.742,107.69,4.74,102.21,4.24,1.47,0.333,-11.37,-
218,2017,9,9,»ï¼º,19,789,0.291,0.323,7.1,17.0,0.42,0.177,27.23,0.811,116.59,5.91,106.98,6.05,2.88,0.355,5.61,-
219,2017,9,10,Hero,19,754,0.262,0.316,6.5,22.0,0.30,0.151,31.18,0.736,90.31,4.59,84.25,5.34,1.69,0.328,-12.63,-
220,2017,10,1,»ï¼º,2,83,0.306,0.339,12.0,14.5,0.83,0.208,36.00,0.900,14.98,7.78,14.26,5.85,0.06,0.395,3.60,-
221,2017,10,2,SK,1,38,0.229,0.296,7.9,21.0,0.38,0.028,-,0.546,2.98,2.98,1.87,4.37,0.19,0.260,-3.01,-
222,2017,10,3,·Ôµ¥,1,32,0.214,0.250,6.2,12.5,0.50,0.107,-,0.588,2.64,2.97,1.78,4.31,0.01,0.267,-2.33,-
223,2017,10,4,KIA,3,119,0.262,0.284,10.1,16.0,0.63,0.194,25.75,0.798,16.92,5.64,15.95,5.23,0.42,0.353,0.66,-
224,2017,10,5,µÎ»ê,2,79,0.242,0.250,10.1,13.9,0.73,0.137,22.00,0.730,9.15,4.57,9.43,1.66,0.07,0.337,-0.72,-
225,2017,10,6,KT,3,132,0.371,0.438,3.8,18.9,0.20,0.153,31.00,0.926,26.22,8.74,24.46,4.03,0.29,0.409,7.50,-
226,2017,10,7,Hero,1,45,0.366,0.462,8.9,26.7,0.33,0.293,13.67,1.081,11.22,11.22,10.53,2.15,0.04,0.463,4.75,-
227,2017,10,8,ÇÑÈ­,2,94,0.276,0.270,6.4,10.6,0.60,0.161,21.75,0.756,12.71,5.36,10.48,3.41,0.07,0.328,-1.60,-
228,2017,10,9,LG,2,74,0.232,0.288,4.0,23.0,0.18,0.130,69.00,0.632,7.18,3.59,5.14,4.95,0.04,0.282,-4.37,-
229,2017,10,10,NC,1,54,0.333,0.385,7.4,14.8,0.50,0.084,48.00,0.824,8.18,6.49,8.58,3.77,0.22,0.380,1.64,-
230,2018,3,1,NC,7,269,0.283,0.314,8.6,15.2,0.56,0.130,38.33,0.781,36.62,5.56,36.15,5.16,0.90,0.353,1.59,-
231,2018,3,2,Hero,7,299,0.294,0.359,10.0,21.7,0.46,0.173,25.50,0.849,46.99,6.54,46.77,3.78,0.91,0.378,8.36,-
232,2018,3,3,SK,7,273,0.274,0.315,10.3,22.3,0.46,0.211,18.54,0.840,42.21,6.19,40.49,4.99,1.54,0.369,5.41,-
233,2018,3,4,µÎ»ê,7,262,0.261,0.307,8.8,18.7,0.47,0.151,45.20,0.752,33.75,5.06,31.68,7.29,1.36,0.339,-1.99,-
234,2018,3,5,KIA,7,280,0.314,0.354,9.3,18.6,0.50,0.227,20.17,0.931,51.99,7.80,51.04,5.14,1.22,0.406,15.07,-
235,2018,3,6,KT,7,280,0.313,0.347,6.1,20.0,0.30,0.233,16.38,0.901,51.08,7.45,46.93,4.83,1.03,0.390,10.96,-
236,2018,3,7,ÇÑÈ­,7,267,0.275,0.328,6.7,19.5,0.35,0.123,40.67,0.735,31.79,4.59,31.08,4.75,1.21,0.334,-3.23,-
237,2018,3,8,LG,7,270,0.261,0.300,8.2,17.8,0.46,0.133,40.17,0.719,31.08,4.42,28.75,3.24,0.52,0.323,-5.94,-
238,2018,3,9,»ï¼º,7,277,0.252,0.302,7.6,19.5,0.39,0.092,50.00,0.658,27.34,3.73,23.87,4.17,0.87,0.300,-11.72,-
239,2018,3,10,·Ôµ¥,7,253,0.196,0.258,9.5,25.3,0.38,0.094,74.67,0.565,18.29,2.58,13.17,3.38,0.49,0.263,-19.34,-
240,2018,4,1,µÎ»ê,23,934,0.293,0.343,9.0,19.2,0.47,0.174,30.30,0.831,145.20,6.36,137.03,6.52,4.03,0.367,17.02,-
241,2018,4,2,LG,24,949,0.308,0.355,8.4,18.0,0.47,0.163,28.93,0.845,145.78,6.26,145.09,4.39,2.92,0.374,23.15,-
242,2018,4,3,SK,23,943,0.292,0.330,9.8,19.9,0.49,0.226,18.59,0.891,159.07,6.91,157.39,5.09,3.87,0.389,36.22,-
243,2018,4,4,·Ôµ¥,22,885,0.302,0.357,7.8,20.1,0.39,0.165,28.00,0.836,136.23,6.32,133.89,4.27,1.88,0.372,20.18,-
244,2018,4,5,ÇÑÈ­,22,845,0.279,0.333,7.9,19.9,0.40,0.133,39.63,0.758,109.28,5.12,103.15,5.63,3.14,0.340,-5.42,-
245,2018,4,6,KT,24,950,0.283,0.322,8.8,18.6,0.48,0.189,25.85,0.823,141.24,5.91,136.34,5.47,4.00,0.363,14.28,-
246,2018,4,7,KIA,21,814,0.289,0.321,7.0,15.5,0.45,0.153,30.38,0.791,108.32,5.20,107.70,4.01,1.94,0.351,3.11,-
247,2018,4,8,»ï¼º,24,987,0.277,0.334,8.7,19.6,0.45,0.130,43.45,0.758,126.53,5.07,123.86,5.10,4.10,0.344,-2.95,-
248,2018,4,9,Hero,25,956,0.249,0.307,8.5,22.0,0.39,0.122,44.79,0.691,103.49,4.15,92.36,4.98,2.33,0.312,-30.48,-
249,2018,4,10,NC,24,874,0.229,0.278,5.6,22.0,0.26,0.108,44.61,0.618,75.07,3.09,59.53,4.61,2.88,0.280,-52.76,-
250,2018,5,1,ÇÑÈ­,25,949,0.271,0.310,7.4,17.7,0.42,0.137,35.54,0.741,110.96,4.45,109.20,4.40,2.53,0.332,-12.73,-
251,2018,5,2,µÎ»ê,23,926,0.294,0.338,6.8,17.5,0.39,0.163,40.05,0.804,135.88,5.92,126.13,6.29,1.99,0.355,7.16,-
252,2018,5,3,Hero,25,1014,0.305,0.352,7.2,19.3,0.37,0.186,24.70,0.856,169.16,6.88,157.76,6.63,4.94,0.377,27.48,-
253,2018,5,4,»ï¼º,25,976,0.303,0.335,7.3,15.0,0.49,0.154,34.64,0.817,141.17,5.75,138.99,5.56,3.91,0.362,13.58,-
254,2018,5,5,KIA,26,1044,0.313,0.343,8.1,14.8,0.55,0.174,27.32,0.865,170.86,6.75,167.56,5.34,3.85,0.382,33.43,-
255,2018,5,6,LG,26,1019,0.306,0.355,6.7,17.2,0.39,0.133,48.37,0.793,144.68,5.71,135.48,5.55,3.11,0.352,4.55,-
256,2018,5,7,·Ôµ¥,24,921,0.282,0.338,7.5,20.1,0.37,0.156,37.59,0.779,120.26,5.08,116.74,4.72,2.14,0.345,-1.60,-
257,2018,5,8,SK,23,887,0.276,0.310,7.0,17.9,0.39,0.163,26.57,0.778,118.64,5.25,113.87,4.56,1.82,0.347,-0.09,-
258,2018,5,9,KT,24,941,0.274,0.319,7.4,18.8,0.40,0.157,35.17,0.770,120.89,5.01,116.87,4.34,1.49,0.342,-4.04,-
259,2018,5,10,NC,25,960,0.253,0.302,7.7,21.7,0.36,0.148,31.96,0.720,113.51,4.57,101.89,4.66,2.16,0.322,-21.46,-
260,2018,6,1,µÎ»ê,26,1066,0.332,0.360,8.4,15.6,0.54,0.215,20.00,0.943,201.94,8.02,198.54,4.96,3.04,0.410,61.58,-
261,2018,6,2,ÇÑÈ­,26,999,0.268,0.320,8.3,21.3,0.39,0.164,29.70,0.771,134.20,5.25,125.35,6.34,6.71,0.344,-3.01,-
262,2018,6,3,LG,24,922,0.289,0.341,7.8,20.2,0.39,0.157,31.54,0.799,127.60,5.44,125.80,5.00,4.20,0.356,7.34,-
263,2018,6,4,SK,24,901,0.267,0.288,7.8,19.4,0.40,0.218,17.58,0.827,133.04,5.80,128.49,5.50,3.29,0.362,12.73,-
264,2018,6,5,·Ôµ¥,25,1069,0.295,0.320,9.0,18.3,0.49,0.225,17.37,0.888,182.62,7.02,173.82,5.32,3.12,0.384,36.46,-
265,2018,6,6,Hero,25,1023,0.292,0.357,8.0,20.8,0.38,0.132,43.48,0.781,144.85,5.79,133.45,5.87,3.96,0.349,2.01,-
266,2018,6,7,KIA,22,854,0.271,0.304,8.6,16.7,0.51,0.152,31.21,0.767,107.67,4.89,104.73,4.70,2.78,0.340,-4.99,-
267,2018,6,8,»ï¼º,25,985,0.283,0.326,8.4,16.6,0.51,0.141,41.57,0.778,135.71,5.56,129.30,5.89,3.26,0.350,2.75,-
268,2018,6,9,NC,25,919,0.254,0.307,8.7,20.1,0.43,0.119,44.67,0.708,102.64,4.31,98.84,4.73,3.86,0.324,-19.24,-
269,2018,6,10,KT,24,886,0.252,0.295,7.2,21.1,0.34,0.157,28.50,0.724,100.02,4.23,93.79,5.15,2.92,0.322,-20.05,-
270,2018,7,1,»ï¼º,22,895,0.302,0.345,7.4,16.9,0.44,0.132,36.32,0.795,125.05,5.60,122.02,5.51,3.73,0.356,7.02,-
271,2018,7,2,µÎ»ê,21,860,0.326,0.366,7.4,17.2,0.43,0.183,23.94,0.892,150.54,7.31,146.32,5.03,2.88,0.393,35.82,-
272,2018,7,3,KT,21,819,0.288,0.322,8.4,20.5,0.41,0.215,17.93,0.854,126.39,6.07,123.93,4.82,3.26,0.372,18.70,-
273,2018,7,4,SK,22,869,0.289,0.325,9.2,18.6,0.49,0.189,22.97,0.841,136.42,6.36,130.50,5.68,5.00,0.371,18.84,-
274,2018,7,5,NC,22,856,0.259,0.307,8.2,18.7,0.44,0.121,50.53,0.710,97.65,4.42,88.55,5.56,3.44,0.319,-21.43,-
275,2018,7,6,Hero,23,906,0.262,0.306,9.3,21.1,0.44,0.167,28.39,0.766,118.99,5.17,110.54,5.00,3.14,0.340,-5.86,-
276,2018,7,7,LG,22,892,0.299,0.335,6.6,16.4,0.40,0.164,28.93,0.819,131.86,5.93,128.24,4.62,2.18,0.364,13.63,-
277,2018,7,8,ÇÑÈ­,22,857,0.288,0.364,6.6,22.6,0.29,0.119,51.93,0.751,108.89,4.98,102.61,5.21,4.14,0.337,-7.50,-
278,2018,7,9,·Ôµ¥,21,835,0.295,0.346,7.3,20.0,0.36,0.180,27.89,0.829,125.60,6.02,121.55,5.01,1.94,0.366,14.27,-
279,2018,7,10,KIA,22,843,0.278,0.318,8.1,16.7,0.48,0.134,41.39,0.758,107.87,5.04,103.94,5.82,2.98,0.341,-4.37,-
280,2018,8,1,Hero,13,575,0.388,0.448,8.4,17.2,0.48,0.189,26.74,1.020,129.34,10.18,125.92,5.49,3.05,0.446,52.04,-
281,2018,8,2,·Ôµ¥,11,430,0.310,0.353,7.0,18.4,0.38,0.194,24.19,0.870,71.91,6.86,68.04,5.15,1.31,0.380,12.79,-
282,2018,8,3,NC,13,531,0.307,0.344,7.2,19.6,0.36,0.244,18.42,0.915,95.04,7.31,91.56,4.75,0.87,0.395,23.33,-
283,2018,8,4,µÎ»ê,13,516,0.301,0.341,9.3,16.7,0.56,0.150,32.00,0.825,78.19,6.26,76.56,4.54,1.27,0.369,10.26,-
284,2018,8,5,KIA,12,526,0.352,0.373,8.8,12.7,0.69,0.234,19.74,1.010,114.61,9.70,111.88,5.73,1.62,0.440,44.30,-
285,2018,8,6,SK,13,542,0.302,0.328,9.0,15.3,0.59,0.193,22.05,0.886,92.48,7.26,92.60,4.83,1.29,0.393,22.96,-
286,2018,8,7,»ï¼º,13,513,0.285,0.327,8.8,18.7,0.47,0.152,29.73,0.795,71.25,5.53,69.95,6.28,2.41,0.356,4.04,-
287,2018,8,8,ÇÑÈ­,12,457,0.268,0.303,9.0,16.6,0.54,0.153,30.69,0.774,58.57,5.00,59.27,4.85,2.18,0.348,0.56,-
288,2018,8,9,KT,13,483,0.250,0.291,9.3,23.6,0.40,0.185,21.40,0.754,59.84,4.72,55.19,3.97,1.15,0.331,-6.87,-
289,2018,8,10,LG,13,527,0.308,0.336,7.6,15.4,0.49,0.191,26.17,0.864,85.25,6.56,83.05,4.56,1.39,0.379,15.34,-
290,2018,9,1,µÎ»ê,24,1022,0.314,0.347,9.8,16.6,0.59,0.191,22.10,0.898,187.39,7.96,175.96,6.37,4.87,0.395,44.65,-
291,2018,9,2,KIA,23,941,0.294,0.328,12.3,14.8,0.84,0.141,36.05,0.824,143.44,6.47,141.08,5.68,3.49,0.370,20.18,-
292,2018,9,3,SK,24,941,0.276,0.314,7.3,19.0,0.38,0.170,24.71,0.790,131.16,5.52,124.95,5.58,3.03,0.352,4.05,-
293,2018,9,4,Hero,23,885,0.261,0.321,7.5,23.6,0.32,0.157,30.54,0.745,111.47,4.91,100.79,5.41,2.43,0.331,-12.92,-
294,2018,9,5,ÇÑÈ­,24,939,0.277,0.318,6.9,19.8,0.35,0.172,24.31,0.788,129.12,5.40,122.02,5.24,3.67,0.349,1.37,-
295,2018,9,6,»ï¼º,24,961,0.275,0.325,8.5,20.3,0.42,0.152,30.50,0.772,130.28,5.39,122.12,6.04,4.73,0.345,-1.35,-
296,2018,9,7,·Ôµ¥,22,899,0.294,0.343,9.1,20.2,0.45,0.192,22.74,0.856,144.41,6.59,141.85,4.96,3.20,0.379,26.34,-
297,2018,9,8,NC,23,883,0.282,0.317,8.7,17.7,0.49,0.159,27.86,0.792,118.98,5.29,117.14,4.97,2.84,0.351,3.69,-
298,2018,9,9,LG,24,930,0.269,0.315,7.0,18.2,0.38,0.126,46.22,0.724,107.83,4.46,101.05,4.37,1.66,0.325,-18.44,-
299,2018,9,10,KT,23,927,0.279,0.313,9.6,17.9,0.54,0.168,24.79,0.799,131.60,5.69,125.12,5.06,2.86,0.354,6.01,-
300,2018,10,1,»ï¼º,4,172,0.362,0.413,8.1,19.8,0.41,0.263,15.20,1.052,40.64,10.55,38.94,6.06,0.82,0.455,16.84,-
301,2018,10,2,LG,4,156,0.268,0.300,7.7,16.0,0.48,0.138,34.50,0.748,20.18,5.19,18.78,4.00,0.29,0.338,-1.26,-
302,2018,10,3,KT,8,319,0.278,0.321,8.2,19.8,0.41,0.180,26.18,0.799,44.48,5.48,42.78,3.83,0.55,0.353,1.79,-
303,2018,10,4,·Ôµ¥,12,472,0.278,0.328,8.7,22.5,0.39,0.185,23.39,0.807,64.49,5.31,63.66,3.38,1.50,0.354,3.01,-
304,2018,10,5,µÎ»ê,7,284,0.316,0.387,8.8,19.7,0.45,0.107,50.60,0.807,40.45,5.84,41.24,3.47,1.26,0.365,4.75,-
305,2018,10,6,ÇÑÈ­,6,226,0.272,0.301,8.4,18.1,0.46,0.183,22.44,0.791,29.43,5.00,29.54,2.53,0.16,0.349,0.50,-
306,2018,10,7,NC,5,196,0.258,0.295,8.2,17.9,0.46,0.135,35.60,0.714,22.33,4.37,20.61,3.34,0.31,0.321,-4.58,-
307,2018,10,8,KIA,11,442,0.268,0.308,7.2,18.8,0.39,0.140,30.38,0.741,52.90,4.61,50.57,4.27,1.16,0.331,-6.22,-
308,2018,10,9,Hero,3,122,0.324,0.369,6.6,19.7,0.33,0.262,22.20,0.955,23.72,8.01,22.55,6.08,0.25,0.409,6.88,-
309,2018,10,10,SK,8,326,0.268,0.315,10.1,22.1,0.46,0.158,21.85,0.781,46.88,5.86,43.34,5.22,2.27,0.352,1.45,-
310,2019,3,1,µÎ»ê,8,292,0.246,0.283,12.7,16.4,0.77,0.111,42.00,0.706,29.68,3.87,32.61,1.97,0.75,0.328,-4.90,-
311,2019,3,2,SK,8,289,0.217,0.253,8.0,21.1,0.38,0.151,32.25,0.661,28.40,3.60,24.37,5.36,1.51,0.298,-12.77,-
312,2019,3,3,NC,8,303,0.258,0.276,8.2,18.8,0.44,0.196,18.07,0.788,39.24,4.97,38.95,3.41,0.55,0.347,0.01,-
313,2019,3,4,LG,8,308,0.210,0.254,10.1,20.4,0.49,0.104,54.20,0.613,26.80,3.23,22.13,3.76,1.21,0.285,-17.44,-
314,2019,3,5,ÇÑÈ­,8,332,0.297,0.357,12.6,19.9,0.64,0.167,34.50,0.859,52.52,6.63,53.91,4.20,1.28,0.384,11.25,-
315,2019,3,6,»ï¼º,8,332,0.268,0.302,11.8,20.2,0.58,0.200,20.00,0.834,50.16,6.16,49.34,4.91,1.10,0.369,6.69,-
316,2019,3,7,·Ôµ¥,8,308,0.252,0.303,8.4,19.5,0.43,0.118,67.50,0.687,33.78,4.18,29.37,5.31,1.21,0.310,-10.20,-
317,2019,3,8,Hero,8,317,0.237,0.292,10.1,20.2,0.50,0.094,69.50,0.652,31.64,3.87,27.45,4.11,0.73,0.301,-13.28,-
318,2019,3,9,KIA,8,307,0.234,0.289,11.4,20.2,0.56,0.109,66.25,0.673,32.26,4.11,29.81,4.63,0.73,0.312,-9.63,-
319,2019,3,10,KT,8,327,0.282,0.352,9.2,22.3,0.41,0.099,41.57,0.734,41.59,5.15,38.00,4.34,1.61,0.333,-4.02,-
320,2019,4,1,Hero,24,988,0.309,0.360,10.3,16.5,0.63,0.137,50.82,0.829,153.13,6.49,149.12,6.19,4.50,0.372,22.18,-
321,2019,4,2,LG,22,872,0.277,0.317,9.3,15.7,0.59,0.114,50.80,0.741,104.69,4.68,103.47,5.07,3.86,0.336,-8.57,-
322,2019,4,3,SK,23,912,0.245,0.286,9.5,19.4,0.49,0.127,36.41,0.699,104.70,4.50,92.54,5.43,3.17,0.317,-24.64,-
323,2019,4,4,µÎ»ê,24,954,0.284,0.320,11.4,15.7,0.73,0.154,40.45,0.810,137.69,5.91,135.35,6.26,3.27,0.362,12.77,-
324,2019,4,5,NC,22,883,0.298,0.342,7.0,17.7,0.40,0.164,34.26,0.820,127.04,5.71,126.64,4.48,2.32,0.363,13.18,-
325,2019,4,6,ÇÑÈ­,21,790,0.252,0.313,8.7,22.0,0.40,0.113,49.93,0.689,82.21,3.94,76.68,4.09,3.06,0.312,-24.83,-
326,2019,4,7,·Ôµ¥,22,860,0.268,0.324,8.7,19.3,0.45,0.107,54.29,0.716,99.68,4.58,93.86,4.73,1.34,0.326,-16.64,-
327,2019,4,8,KIA,22,882,0.267,0.320,9.0,18.9,0.47,0.122,55.64,0.726,106.63,4.77,97.62,5.72,2.81,0.327,-15.71,-
328,2019,4,9,KT,24,898,0.246,0.293,7.6,19.3,0.39,0.097,50.81,0.652,86.01,3.58,75.34,4.49,2.98,0.298,-40.04,-
329,2019,4,10,»ï¼º,22,879,0.262,0.314,8.8,19.1,0.46,0.122,59.31,0.716,104.30,4.63,94.11,5.89,3.96,0.323,-18.83,-
330,2019,5,1,SK,26,1028,0.269,0.310,8.0,17.2,0.46,0.118,39.74,0.728,124.17,4.74,115.52,6.11,5.63,0.329,-16.56,-
331,2019,5,2,µÎ»ê,26,1025,0.272,0.312,10.5,15.6,0.68,0.111,59.13,0.738,126.93,4.95,121.91,5.64,4.50,0.336,-9.78,-
332,2019,5,3,KT,26,1012,0.283,0.334,9.0,17.4,0.52,0.108,55.75,0.746,125.70,4.95,122.68,4.95,3.15,0.339,-7.35,-
333,2019,5,4,»ï¼º,26,1004,0.270,0.311,8.5,17.0,0.50,0.123,46.16,0.733,119.81,4.62,112.85,5.80,4.75,0.329,-16.15,-
334,2019,5,5,KIA,27,1031,0.269,0.306,8.4,14.8,0.57,0.112,61.07,0.716,121.20,4.59,111.46,5.62,3.93,0.324,-21.01,-
335,2019,5,6,NC,26,1049,0.296,0.334,7.7,15.4,0.50,0.132,42.09,0.786,144.45,5.52,139.61,5.71,3.67,0.352,4.83,-
336,2019,5,7,LG,26,970,0.256,0.312,7.0,19.0,0.37,0.082,87.60,0.656,95.05,3.72,84.84,4.93,2.72,0.302,-39.79,-
337,2019,5,8,Hero,27,1030,0.276,0.312,8.2,16.0,0.52,0.139,40.04,0.759,130.88,4.98,127.15,5.71,3.12,0.341,-5.19,-
338,2019,5,9,ÇÑÈ­,27,1014,0.241,0.284,7.8,18.7,0.42,0.113,47.74,0.663,103.08,3.82,88.57,5.89,5.37,0.302,-41.72,-
339,2019,5,10,·Ôµ¥,27,1093,0.274,0.333,8.8,19.8,0.44,0.109,53.56,0.730,133.91,4.88,126.33,5.85,3.88,0.333,-14.10,-
340,2019,6,1,Hero,25,977,0.273,0.316,9.0,17.7,0.51,0.136,38.91,0.755,128.52,5.24,118.87,5.95,4.74,0.339,-6.66,-
341,2019,6,2,SK,25,1003,0.299,0.337,8.2,14.7,0.56,0.125,46.63,0.793,141.17,5.78,138.29,4.63,1.83,0.357,9.41,-
342,2019,6,3,LG,25,989,0.270,0.305,7.5,15.3,0.49,0.116,48.94,0.718,116.54,4.57,104.91,5.45,4.71,0.322,-22.16,-
343,2019,6,4,KT,25,981,0.290,0.330,9.0,16.1,0.56,0.107,43.50,0.752,125.60,5.11,120.24,5.09,4.32,0.340,-5.80,-
344,2019,6,5,µÎ»ê,25,962,0.271,0.314,10.5,14.9,0.71,0.083,103.75,0.708,110.11,4.57,106.03,4.18,2.97,0.327,-17.58,-
345,2019,6,6,»ï¼º,24,922,0.276,0.310,7.7,16.8,0.46,0.161,30.37,0.778,121.86,5.15,117.30,5.16,3.48,0.346,-1.16,-
346,2019,6,7,·Ôµ¥,24,944,0.244,0.284,9.5,17.1,0.56,0.093,55.20,0.661,93.51,3.78,85.55,4.80,3.06,0.305,-35.74,-
347,2019,6,8,KIA,25,965,0.270,0.321,10.2,17.2,0.59,0.098,76.55,0.719,111.42,4.55,109.92,4.87,3.62,0.331,-14.07,-
348,2019,6,9,NC,24,894,0.253,0.290,8.6,16.6,0.52,0.107,52.93,0.681,92.08,3.90,84.03,3.94,2.15,0.309,-30.83,-
349,2019,6,10,ÇÑÈ­,24,940,0.247,0.317,9.9,23.2,0.43,0.100,62.69,0.676,98.65,4.04,89.25,5.68,4.36,0.310,-31.53,-
350,2019,7,1,Hero,19,707,0.280,0.327,7.2,17.3,0.42,0.137,53.00,0.756,89.64,4.94,85.68,7.17,2.52,0.339,-5.16,-
351,2019,7,2,SK,19,726,0.275,0.309,8.5,15.3,0.56,0.124,43.13,0.740,89.42,4.79,84.12,5.16,4.71,0.333,-9.16,-
352,2019,7,3,KT,18,712,0.299,0.340,8.7,15.0,0.58,0.107,62.30,0.768,93.75,5.28,92.09,5.45,2.60,0.348,0.61,-
353,2019,7,4,NC,19,764,0.287,0.321,8.9,14.5,0.61,0.129,47.57,0.774,100.97,5.26,99.26,4.86,3.27,0.348,1.10,-
354,2019,7,5,µÎ»ê,17,676,0.261,0.285,8.1,13.2,0.62,0.114,58.60,0.703,76.50,4.40,69.46,4.89,1.00,0.319,-17.40,-
355,2019,7,6,KIA,16,611,0.264,0.300,11.5,16.0,0.71,0.112,43.92,0.730,73.75,4.84,71.17,4.11,1.84,0.334,-7.33,-
356,2019,7,7,LG,18,671,0.261,0.300,8.0,17.1,0.47,0.122,45.77,0.710,75.79,4.32,70.69,5.43,2.66,0.321,-15.53,-
357,2019,7,8,»ï¼º,19,726,0.257,0.287,8.3,16.0,0.52,0.149,35.72,0.737,87.90,4.67,83.74,5.49,3.02,0.332,-9.54,-
358,2019,7,9,·Ôµ¥,18,660,0.228,0.285,7.9,23.6,0.33,0.114,49.42,0.636,61.76,3.46,49.67,5.21,2.59,0.288,-35.13,-
359,2019,7,10,ÇÑÈ­,19,713,0.253,0.293,6.4,17.8,0.36,0.116,46.79,0.675,73.04,3.82,63.83,4.80,2.31,0.304,-27.78,-
360,2019,8,1,µÎ»ê,24,961,0.302,0.325,9.2,12.1,0.76,0.140,41.95,0.812,143.75,6.13,137.78,6.83,5.12,0.363,14.30,-
361,2019,8,2,KT,25,982,0.274,0.317,8.6,16.7,0.51,0.110,45.95,0.726,117.04,4.69,110.70,5.29,3.28,0.330,-15.47,-
362,2019,8,3,Hero,25,1029,0.303,0.332,10.5,13.8,0.76,0.166,33.07,0.850,163.85,6.61,162.35,5.87,4.36,0.379,30.14,-
363,2019,8,4,LG,24,946,0.297,0.348,7.5,17.0,0.44,0.106,55.87,0.763,123.77,5.26,119.72,5.18,2.95,0.345,-1.83,-
364,2019,8,5,SK,25,920,0.255,0.308,7.4,18.7,0.40,0.092,92.11,0.663,94.02,3.88,82.09,5.86,3.99,0.304,-36.12,-
365,2019,8,6,NC,24,929,0.265,0.288,9.3,13.2,0.70,0.139,42.32,0.746,114.26,4.81,110.40,5.64,2.86,0.336,-8.96,-
366,2019,8,7,KIA,26,986,0.267,0.305,8.4,14.8,0.57,0.103,73.25,0.704,112.26,4.44,103.07,4.94,3.74,0.321,-23.62,-
367,2019,8,8,ÇÑÈ­,24,889,0.261,0.311,5.6,18.2,0.31,0.092,73.82,0.667,87.65,3.69,79.99,5.09,2.98,0.305,-34.23,-
368,2019,8,9,·Ôµ¥,25,912,0.251,0.293,5.3,18.9,0.28,0.131,44.37,0.682,93.41,3.79,82.37,4.23,1.58,0.305,-34.81,-
369,2019,8,10,»ï¼º,22,818,0.225,0.257,9.0,15.6,0.58,0.086,71.40,0.616,73.17,3.36,60.52,5.22,2.76,0.287,-44.59,-
