,¿¬µµ,¿ù,¼øÀ§,ÆÀ¸í,°æ±â,QS,¿ÏÅõ,¿ÏºÀ,»ïÁø/9,º¼³Ý/9,È¨·±/9,»ï/º¼,ÇÇ¾ÈÅ¸À²,ÇÇÃâ·çÀ²,ÇÇÀåÅ¸À²,ÇÇOPS,WHIP,BABIP,LOB%,ERA,RA9-WAR,FIP,kFIP,WAR
300,2018,10,1,LG,4,2,1,0,9.00,1.75,0.75,5.14,0.241,0.302,0.350,0.652,1.11,0.306,78.4,3.00,1.53,3.92,3.61,0.88
301,2018,10,2,»ï¼º,4,0,0,0,9.26,2.83,1.29,3.27,0.277,0.336,0.431,0.766,1.40,0.344,69.8,4.89,0.50,4.66,4.41,0.46
302,2018,10,3,KT,8,3,0,0,7.50,1.50,1.00,5.00,0.295,0.332,0.442,0.774,1.33,0.347,70.2,4.38,2.18,4.32,4.18,1.60
303,2018,10,4,·Ôµ¥,12,2,0,0,7.43,3.22,1.07,2.31,0.241,0.310,0.389,0.699,1.29,0.276,66.2,4.62,2.47,4.92,4.92,1.34
304,2018,10,5,µÎ»ê,7,5,0,0,5.26,2.91,1.38,1.81,0.258,0.321,0.414,0.735,1.29,0.269,79.2,3.88,2.11,5.73,5.99,0.42
305,2018,10,6,ÇÑÈ­,6,0,0,0,10.56,5.19,1.73,2.03,0.284,0.379,0.469,0.848,1.73,0.357,65.4,6.58,-0.03,5.78,5.56,0.24
306,2018,10,7,NC,5,1,0,0,8.60,4.40,1.80,1.95,0.350,0.418,0.568,0.986,1.91,0.404,62.8,7.40,0.02,6.12,6.09,-0.33
307,2018,10,8,KIA,11,1,0,0,7.42,3.93,1.16,1.89,0.300,0.371,0.463,0.834,1.64,0.343,64.8,5.90,0.96,5.29,5.35,0.74
308,2018,10,9,Hero,3,1,0,0,7.82,4.26,2.13,1.83,0.330,0.397,0.573,0.969,1.82,0.368,61.2,7.46,-0.07,6.60,6.67,-0.13
309,2018,10,10,SK,8,4,0,0,8.75,3.50,2.00,2.50,0.303,0.376,0.497,0.872,1.62,0.349,70.9,6.25,0.64,6.19,6.09,0.70
310,2019,3,1,µÎ»ê,8,5,0,0,7.52,3.45,0.49,2.18,0.246,0.325,0.337,0.662,1.32,0.298,72.6,3.21,2.04,3.80,3.74,1.45
311,2019,3,2,SK,8,3,0,0,8.51,4.07,0.49,2.09,0.211,0.301,0.293,0.594,1.23,0.265,75.5,3.21,2.32,3.70,3.56,1.55
312,2019,3,3,LG,8,4,0,0,7.91,2.55,0.49,3.10,0.205,0.266,0.320,0.587,1.00,0.250,74.2,2.43,2.60,3.32,3.18,1.61
313,2019,3,4,NC,8,3,0,0,7.88,5.00,0.88,1.58,0.261,0.370,0.377,0.747,1.56,0.312,72.8,4.12,1.14,4.96,4.96,0.41
314,2019,3,5,ÇÑÈ­,8,2,0,0,6.91,5.09,1.04,1.36,0.254,0.362,0.408,0.770,1.52,0.291,71.9,4.96,1.04,5.28,5.35,0.05
315,2019,3,6,Hero,8,3,0,0,6.91,3.71,0.38,1.86,0.256,0.345,0.337,0.682,1.35,0.313,65.1,4.73,0.36,3.91,3.93,0.84
316,2019,3,7,»ï¼º,8,2,0,0,7.33,3.73,1.29,1.97,0.251,0.327,0.415,0.741,1.40,0.284,65.1,5.27,0.56,4.96,4.91,0.34
317,2019,3,8,KIA,8,2,0,0,8.61,4.37,1.16,1.97,0.299,0.373,0.477,0.850,1.69,0.361,68.6,5.53,0.43,4.57,4.41,0.86
318,2019,3,9,·Ôµ¥,8,2,0,0,9.21,4.92,1.77,1.87,0.276,0.365,0.468,0.833,1.68,0.322,65.8,6.31,-0.07,5.63,5.46,0.46
319,2019,3,10,KT,8,3,0,0,7.62,3.62,1.55,2.11,0.242,0.322,0.413,0.735,1.32,0.267,69.4,4.65,0.30,5.24,5.16,0.21
320,2019,4,1,Hero,24,13,0,0,7.65,2.67,0.71,2.86,0.280,0.331,0.412,0.743,1.41,0.335,70.1,4.14,4.14,3.66,3.53,3.86
321,2019,4,2,LG,22,14,0,0,7.50,3.44,0.36,2.18,0.222,0.309,0.298,0.607,1.19,0.274,74.1,2.81,7.15,3.62,3.57,3.87
322,2019,4,3,SK,23,12,0,0,7.69,2.92,0.63,2.64,0.282,0.338,0.388,0.726,1.43,0.341,71.8,3.93,6.77,3.64,3.52,5.23
323,2019,4,4,µÎ»ê,24,13,0,0,5.89,2.47,0.51,2.38,0.259,0.316,0.361,0.677,1.27,0.297,74.4,3.24,5.66,3.80,3.85,3.49
324,2019,4,5,NC,22,10,0,0,7.80,2.78,0.85,2.81,0.264,0.328,0.383,0.711,1.34,0.316,73.3,3.68,4.42,3.99,3.88,3.41
325,2019,4,6,ÇÑÈ­,21,4,1,0,7.62,3.34,0.79,2.28,0.308,0.371,0.445,0.816,1.61,0.370,67.0,5.31,2.34,4.09,4.01,2.97
326,2019,4,7,·Ôµ¥,22,9,0,0,8.52,4.61,1.02,1.85,0.289,0.372,0.435,0.808,1.67,0.349,66.6,5.35,0.97,4.58,4.46,1.72
327,2019,4,8,KT,24,13,0,0,5.72,5.03,1.02,1.14,0.262,0.361,0.416,0.777,1.54,0.284,68.5,4.82,2.52,5.39,5.55,-0.54
328,2019,4,9,KIA,22,7,0,0,6.60,5.22,0.83,1.27,0.294,0.389,0.454,0.842,1.75,0.332,62.3,6.55,0.06,5.04,5.14,0.35
329,2019,4,10,»ï¼º,22,8,1,1,7.72,3.66,0.77,2.11,0.251,0.325,0.378,0.703,1.36,0.298,66.5,4.15,2.67,4.07,3.98,2.92
330,2019,5,1,SK,26,15,0,0,7.43,2.77,0.81,2.68,0.259,0.321,0.377,0.699,1.30,0.308,76.1,3.54,6.69,3.96,3.87,4.24
331,2019,5,2,µÎ»ê,26,17,1,0,5.68,2.73,0.35,2.08,0.249,0.313,0.334,0.647,1.24,0.288,75.8,2.65,8.97,3.61,3.68,4.29
332,2019,5,3,»ï¼º,26,10,1,1,6.70,3.47,0.94,1.93,0.265,0.332,0.409,0.742,1.42,0.299,70.7,4.29,3.96,4.48,4.48,2.14
333,2019,5,4,KT,26,12,1,0,5.91,3.27,0.51,1.81,0.292,0.360,0.400,0.760,1.53,0.335,65.1,5.16,3.16,4.10,4.19,3.12
334,2019,5,5,KIA,27,13,1,0,7.28,2.90,0.68,2.51,0.270,0.331,0.375,0.707,1.37,0.320,72.0,3.77,5.90,3.86,3.79,4.87
335,2019,5,6,NC,26,12,1,0,7.18,3.72,0.85,1.93,0.249,0.331,0.372,0.703,1.35,0.289,67.8,4.54,3.15,4.47,4.46,2.51
336,2019,5,7,LG,26,13,1,0,6.56,3.32,0.60,1.98,0.266,0.335,0.382,0.717,1.42,0.309,66.9,4.08,3.20,4.05,4.07,3.30
337,2019,5,8,Hero,27,15,1,1,7.25,2.43,0.49,2.98,0.274,0.326,0.373,0.699,1.34,0.331,66.8,4.37,4.88,3.44,3.35,5.06
338,2019,5,9,ÇÑÈ­,27,12,1,0,6.49,3.88,0.75,1.67,0.272,0.353,0.390,0.744,1.48,0.313,71.7,4.26,4.14,4.54,4.60,1.99
339,2019,5,10,·Ôµ¥,27,7,1,1,6.99,4.68,0.94,1.49,0.305,0.391,0.439,0.830,1.75,0.351,65.6,6.31,-0.43,4.94,4.98,0.70
340,2019,6,1,Hero,25,11,1,1,7.79,3.17,0.44,2.46,0.247,0.318,0.332,0.650,1.30,0.305,71.0,3.42,6.55,3.54,3.44,4.90
341,2019,6,2,SK,25,15,0,0,7.99,3.00,0.61,2.66,0.239,0.305,0.333,0.638,1.22,0.295,74.2,3.32,6.52,3.57,3.43,4.46
342,2019,6,3,LG,25,11,0,0,5.87,4.04,0.71,1.45,0.274,0.359,0.398,0.757,1.49,0.310,72.9,3.96,4.32,4.66,4.78,1.18
343,2019,6,4,KT,25,11,0,0,5.17,3.16,0.76,1.63,0.268,0.330,0.401,0.731,1.37,0.294,69.6,4.33,5.21,4.42,4.54,1.69
344,2019,6,5,µÎ»ê,25,11,0,0,6.11,4.00,0.78,1.53,0.272,0.350,0.410,0.760,1.50,0.307,70.0,4.67,4.54,4.55,4.62,1.83
345,2019,6,6,»ï¼º,24,5,1,1,6.40,3.66,0.72,1.75,0.281,0.358,0.397,0.756,1.50,0.322,68.6,4.80,2.15,4.49,4.55,1.49
346,2019,6,7,·Ôµ¥,24,12,0,0,7.42,3.45,0.49,2.15,0.262,0.329,0.346,0.675,1.37,0.316,73.8,3.28,6.58,3.56,3.48,4.36
347,2019,6,8,KIA,25,12,0,0,6.69,3.32,0.79,2.01,0.288,0.356,0.411,0.768,1.51,0.334,69.3,4.78,2.54,4.31,4.32,2.03
348,2019,6,9,ÇÑÈ­,24,9,0,0,6.59,3.55,0.92,1.86,0.280,0.353,0.401,0.754,1.50,0.319,68.1,4.72,1.88,4.61,4.64,1.23
349,2019,6,10,NC,24,8,0,0,6.52,4.09,0.70,1.60,0.285,0.364,0.395,0.759,1.56,0.326,66.5,5.26,2.15,4.49,4.55,1.86
350,2019,7,1,Hero,19,11,0,0,5.43,2.50,0.32,2.17,0.242,0.299,0.329,0.628,1.17,0.277,75.2,2.40,5.85,3.61,3.70,2.78
351,2019,7,2,SK,19,11,0,0,8.60,3.40,0.77,2.53,0.240,0.315,0.344,0.659,1.28,0.297,76.2,3.09,5.40,3.86,3.69,3.07
352,2019,7,3,KT,18,8,0,0,5.97,2.68,1.06,2.23,0.277,0.334,0.417,0.751,1.38,0.304,73.0,4.46,3.57,4.65,4.70,0.78
353,2019,7,4,NC,19,9,0,0,6.39,3.33,0.26,1.92,0.253,0.328,0.339,0.667,1.32,0.300,68.8,3.65,4.01,3.70,3.75,2.80
354,2019,7,5,µÎ»ê,17,6,0,0,5.94,2.65,0.65,2.24,0.257,0.317,0.373,0.690,1.28,0.292,71.6,3.65,4.05,4.00,4.04,2.10
355,2019,7,6,KIA,16,8,0,0,6.48,3.49,0.64,1.85,0.257,0.327,0.387,0.714,1.36,0.294,66.5,4.26,2.54,4.15,4.17,1.90
356,2019,7,7,LG,18,9,0,0,6.55,2.85,0.85,2.30,0.276,0.335,0.394,0.729,1.38,0.314,64.6,4.78,2.00,4.30,4.30,1.85
357,2019,7,8,»ï¼º,19,9,0,0,6.05,3.87,0.71,1.56,0.275,0.348,0.420,0.768,1.48,0.311,69.3,4.20,2.85,4.44,4.52,1.72
358,2019,7,9,·Ôµ¥,18,5,0,0,6.19,3.68,0.99,1.68,0.292,0.364,0.446,0.810,1.56,0.327,66.2,5.44,0.86,4.78,4.85,0.69
359,2019,7,10,ÇÑÈ­,19,6,0,0,6.55,3.93,1.04,1.67,0.299,0.372,0.449,0.821,1.62,0.336,61.1,6.49,0.02,4.93,4.98,0.54
360,2019,8,1,µÎ»ê,24,16,0,0,5.43,2.33,0.38,2.33,0.253,0.308,0.348,0.656,1.20,0.286,69.8,3.65,6.17,3.72,3.81,3.80
361,2019,8,2,KT,25,10,0,0,5.85,2.91,0.65,2.01,0.251,0.315,0.365,0.680,1.28,0.284,75.7,3.35,6.60,4.11,4.17,2.71
362,2019,8,3,Hero,25,10,0,0,6.45,2.22,0.28,2.91,0.281,0.330,0.382,0.712,1.35,0.334,67.6,4.11,4.83,3.27,3.26,4.45
363,2019,8,4,LG,24,9,0,0,6.49,3.94,0.81,1.65,0.282,0.361,0.413,0.773,1.54,0.322,68.3,5.04,3.58,4.61,4.66,1.89
364,2019,8,5,SK,25,12,0,0,6.23,2.82,0.58,2.21,0.254,0.315,0.342,0.657,1.27,0.292,74.9,3.32,5.99,3.91,3.93,3.28
365,2019,8,6,NC,24,10,2,0,6.45,3.01,0.84,2.14,0.258,0.326,0.379,0.704,1.31,0.294,73.8,3.81,5.91,4.32,4.34,2.54
366,2019,8,7,KIA,26,10,1,1,6.58,3.51,0.66,1.88,0.260,0.335,0.368,0.702,1.39,0.300,68.4,4.32,4.72,4.24,4.27,2.14
367,2019,8,8,ÇÑÈ­,24,7,0,0,5.77,3.79,0.95,1.52,0.300,0.368,0.433,0.802,1.64,0.332,68.0,5.21,2.35,4.85,4.95,0.95
368,2019,8,9,·Ôµ¥,25,7,0,0,6.69,2.97,0.66,2.25,0.284,0.345,0.410,0.754,1.44,0.328,65.1,4.62,2.31,3.97,3.96,3.13
369,2019,8,10,»ï¼º,22,9,1,1,6.04,4.38,0.97,1.38,0.286,0.374,0.445,0.819,1.61,0.318,65.9,5.90,1.77,5.16,5.29,0.49
370,2019,9,1,NC,20,8,2,2,6.89,2.82,0.70,2.45,0.253,0.319,0.356,0.675,1.27,0.298,82.5,2.77,7.40,4.01,3.98,2.36
371,2019,9,2,µÎ»ê,19,13,2,0,6.70,1.30,0.73,5.16,0.249,0.280,0.348,0.628,1.10,0.287,72.7,3.32,5.27,3.48,3.40,3.83
372,2019,9,3,Hero,15,13,0,0,6.25,2.20,0.27,2.84,0.238,0.289,0.309,0.598,1.13,0.281,77.3,1.99,5.19,3.23,3.23,2.87
373,2019,9,4,LG,21,13,0,0,6.75,3.59,0.49,1.88,0.240,0.326,0.327,0.652,1.30,0.285,74.9,3.16,5.44,3.99,4.02,2.30
374,2019,9,5,ÇÑÈ­,21,8,0,0,6.79,3.39,0.62,2.00,0.251,0.325,0.355,0.680,1.31,0.296,77.3,3.20,6.54,4.00,3.99,2.72
375,2019,9,6,KT,18,5,1,1,7.02,3.00,0.85,2.34,0.249,0.313,0.353,0.666,1.28,0.290,75.3,3.40,3.81,4.14,4.09,2.02
376,2019,9,7,KIA,20,7,1,1,7.42,2.89,0.53,2.56,0.274,0.335,0.371,0.706,1.41,0.331,66.9,4.00,3.36,3.63,3.56,3.62
377,2019,9,8,SK,18,10,0,0,7.57,3.05,0.85,2.48,0.262,0.323,0.377,0.700,1.31,0.310,72.4,3.95,3.50,4.00,3.89,2.89
378,2019,9,9,»ï¼º,23,11,0,0,5.82,3.22,1.03,1.81,0.264,0.332,0.417,0.749,1.39,0.289,69.4,4.30,2.95,4.83,4.92,1.19
379,2019,9,10,·Ôµ¥,19,5,0,0,7.20,3.33,0.76,2.16,0.256,0.328,0.368,0.696,1.35,0.301,72.4,3.71,2.96,4.18,4.14,1.85
380,2020,5,1,NC,23,14,0,0,7.33,3.43,1.07,2.14,0.243,0.318,0.378,0.696,1.30,0.279,76.8,3.73,7.79,4.77,4.71,3.56
381,2020,5,2,LG,23,10,0,0,6.75,2.65,0.97,2.55,0.266,0.319,0.400,0.719,1.32,0.301,68.9,4.24,4.53,4.50,4.45,3.45
382,2020,5,3,µÎ»ê,23,13,0,0,6.23,3.84,0.85,1.62,0.300,0.370,0.445,0.815,1.64,0.339,63.4,5.67,2.60,4.84,4.92,2.32
383,2020,5,4,KIA,24,12,0,0,8.05,2.95,0.59,2.73,0.268,0.330,0.394,0.724,1.36,0.331,64.2,4.42,5.02,3.77,3.62,5.70
384,2020,5,5,Hero,24,9,0,0,6.98,2.76,1.16,2.53,0.280,0.340,0.431,0.771,1.39,0.319,67.5,4.82,3.66,4.83,4.79,2.72
385,2020,5,6,·Ôµ¥,23,7,0,0,6.83,3.93,1.08,1.74,0.266,0.343,0.425,0.768,1.44,0.299,69.7,4.80,4.84,5.06,5.08,2.71
386,2020,5,7,KT,23,10,0,0,6.11,3.78,0.97,1.62,0.286,0.361,0.410,0.770,1.56,0.317,64.9,5.58,2.44,5.10,5.22,2.04
387,2020,5,8,»ï¼º,24,8,0,0,6.44,3.88,1.19,1.66,0.269,0.350,0.435,0.785,1.48,0.296,67.9,4.69,3.80,5.40,5.48,1.28
388,2020,5,9,SK,23,9,0,0,7.21,4.09,0.79,1.76,0.264,0.346,0.396,0.742,1.47,0.310,62.9,4.84,3.39,4.63,4.62,2.86
389,2020,5,10,ÇÑÈ­,24,11,1,1,7.83,4.00,1.13,1.96,0.287,0.365,0.458,0.824,1.58,0.336,70.3,5.26,3.38,5.01,4.95,2.36
390,2020,6,1,Hero,25,14,0,0,6.19,2.05,0.72,3.02,0.249,0.299,0.357,0.656,1.17,0.283,74.0,3.25,7.78,4.10,4.10,4.31
391,2020,6,2,»ï¼º,25,11,0,0,6.41,3.62,1.03,1.77,0.258,0.331,0.401,0.733,1.38,0.288,75.3,3.95,6.49,4.94,4.98,2.26
392,2020,6,3,NC,24,12,0,0,7.28,4.10,1.09,1.78,0.263,0.348,0.410,0.758,1.47,0.303,63.8,5.61,4.68,5.07,5.06,2.42
393,2020,6,4,KIA,21,10,1,1,8.00,2.89,0.76,2.77,0.245,0.308,0.370,0.678,1.26,0.297,70.0,3.85,5.47,4.01,3.86,4.31
394,2020,6,5,µÎ»ê,25,10,0,0,7.20,2.96,0.70,2.43,0.287,0.346,0.417,0.763,1.47,0.339,65.7,4.82,4.76,4.15,4.09,4.47
395,2020,6,6,·Ôµ¥,23,11,0,0,6.91,2.45,1.14,2.82,0.263,0.317,0.403,0.720,1.27,0.297,70.6,4.46,5.22,4.59,4.52,3.97
396,2020,6,7,LG,25,15,1,1,7.42,4.13,0.75,1.80,0.259,0.350,0.384,0.733,1.46,0.307,70.4,4.69,6.22,4.65,4.67,3.31
397,2020,6,8,KT,25,8,0,0,5.20,3.32,1.27,1.57,0.287,0.351,0.444,0.796,1.50,0.305,66.6,5.53,3.36,5.45,5.59,0.98
398,2020,6,9,SK,25,11,0,0,7.31,4.29,1.10,1.70,0.268,0.359,0.412,0.771,1.51,0.309,74.3,4.53,4.19,5.23,5.25,2.11
399,2020,6,10,ÇÑÈ­,24,4,0,0,8.11,4.38,1.42,1.85,0.311,0.388,0.487,0.875,1.78,0.362,61.5,6.48,-0.71,5.38,5.29,1.85
400,2020,7,1,KT,15,9,0,0,6.37,3.61,0.66,1.76,0.260,0.335,0.364,0.699,1.38,0.300,69.1,4.53,4.00,4.43,4.49,2.17
401,2020,7,2,NC,15,10,0,0,7.11,3.13,0.91,2.27,0.239,0.316,0.362,0.677,1.22,0.277,75.3,3.85,3.62,4.61,4.59,2.17
402,2020,7,3,µÎ»ê,15,6,0,0,6.61,3.07,0.75,2.16,0.274,0.333,0.388,0.721,1.42,0.316,68.7,4.36,2.82,4.25,4.22,2.57
403,2020,7,4,»ï¼º,15,5,1,0,5.95,3.99,1.02,1.49,0.266,0.351,0.402,0.752,1.45,0.295,68.3,4.94,2.48,5.24,5.37,0.55
404,2020,7,5,KIA,16,5,0,0,6.72,3.83,1.13,1.75,0.290,0.360,0.441,0.801,1.52,0.327,73.0,4.65,2.40,5.09,5.09,0.99
405,2020,7,6,Hero,16,4,0,0,6.32,3.83,1.40,1.65,0.328,0.395,0.493,0.888,1.79,0.363,62.0,7.09,-0.46,5.66,5.73,0.31
406,2020,7,7,·Ôµ¥,15,5,0,0,6.48,3.31,1.35,1.96,0.289,0.350,0.450,0.800,1.54,0.318,61.9,5.40,0.89,5.27,5.27,0.99
407,2020,7,8,SK,16,7,0,0,6.60,4.69,0.86,1.41,0.288,0.374,0.421,0.795,1.66,0.329,67.0,5.48,1.67,5.08,5.17,1.16
408,2020,7,9,LG,15,10,0,0,6.43,2.59,1.26,2.49,0.324,0.369,0.488,0.856,1.63,0.360,65.2,5.37,1.52,4.97,4.96,1.77
409,2020,7,10,ÇÑÈ­,16,4,0,0,7.54,4.12,1.16,1.83,0.279,0.363,0.419,0.782,1.55,0.324,74.8,4.51,2.64,5.09,5.06,1.46
