,¿¬µµ,¿ù,¼øÀ§,ÆÀ¸í,°æ±â,½Â,¹«,ÆÐ,½Â·ü,±â´ë½Â·ü,R/G,µæÁ¡,È¨·±,µµ·ç,º¼³Ý%,»ïÁø%,BABIP,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,WAR
224,2017,10,5,µÎ»ê,2,1,0,1,0.500,-,4.00,8,3,0,10.1,13.9,0.250,0.242,0.351,0.379,0.730,0.337,-
225,2017,10,6,KT,3,1,0,2,0.333,-,8.33,25,4,1,3.8,18.9,0.438,0.371,0.402,0.524,0.926,0.409,-
226,2017,10,7,Hero,1,0,0,1,0.000,-,9.00,9,3,0,8.9,26.7,0.462,0.366,0.422,0.659,1.081,0.463,-
227,2017,10,8,ÇÑÈ­,2,0,1,1,0.000,-,6.00,12,4,0,6.4,10.6,0.270,0.276,0.319,0.437,0.756,0.328,-
228,2017,10,9,LG,2,0,0,2,0.000,-,2.50,5,1,0,4.0,23.0,0.288,0.232,0.270,0.362,0.632,0.282,-
229,2017,10,10,NC,1,0,1,0,-,-,8.00,8,1,1,7.4,14.8,0.385,0.333,0.407,0.417,0.824,0.380,-
230,2018,3,1,NC,7,6,0,1,0.857,-,6.14,43,6,4,8.6,15.2,0.314,0.283,0.368,0.413,0.781,0.353,-
231,2018,3,2,Hero,7,5,0,2,0.714,-,5.43,38,10,4,10.0,21.7,0.359,0.294,0.382,0.467,0.849,0.378,-
232,2018,3,3,SK,7,5,0,2,0.714,-,6.43,45,13,8,10.3,22.3,0.315,0.274,0.355,0.485,0.840,0.369,-
233,2018,3,4,µÎ»ê,7,5,0,2,0.714,-,5.29,37,5,7,8.8,18.7,0.307,0.261,0.340,0.412,0.752,0.339,-
234,2018,3,5,KIA,7,4,0,3,0.571,-,7.14,50,12,6,9.3,18.6,0.354,0.314,0.390,0.541,0.931,0.406,-
235,2018,3,6,KT,7,4,0,3,0.571,-,6.86,48,16,5,6.1,20.0,0.347,0.313,0.355,0.546,0.901,0.390,-
236,2018,3,7,ÇÑÈ­,7,2,0,5,0.286,-,3.57,25,6,6,6.7,19.5,0.328,0.275,0.337,0.398,0.735,0.334,-
237,2018,3,8,LG,7,2,0,5,0.286,-,4.14,29,6,2,8.2,17.8,0.300,0.261,0.325,0.394,0.719,0.323,-
238,2018,3,9,»ï¼º,7,2,0,5,0.286,-,3.71,26,5,4,7.6,19.5,0.302,0.252,0.314,0.344,0.658,0.300,-
239,2018,3,10,·Ôµ¥,7,0,0,7,0.000,-,3.00,21,3,2,9.5,25.3,0.258,0.196,0.275,0.290,0.565,0.263,-
240,2018,4,1,µÎ»ê,23,16,0,7,0.696,-,6.22,143,27,20,9.0,19.2,0.343,0.293,0.364,0.467,0.831,0.367,-
241,2018,4,2,LG,24,16,0,8,0.667,-,5.75,138,29,13,8.4,18.0,0.355,0.308,0.374,0.471,0.845,0.374,-
242,2018,4,3,SK,23,15,0,8,0.652,-,6.22,143,44,19,9.8,19.9,0.330,0.292,0.373,0.518,0.891,0.389,-
243,2018,4,4,·Ôµ¥,22,12,0,10,0.545,-,5.77,127,28,7,7.8,20.1,0.357,0.302,0.369,0.467,0.836,0.372,-
244,2018,4,5,ÇÑÈ­,22,12,0,10,0.545,-,5.41,119,19,15,7.9,19.9,0.333,0.279,0.346,0.412,0.758,0.340,-
245,2018,4,6,KT,24,11,0,13,0.458,-,5.46,131,33,20,8.8,18.6,0.322,0.283,0.351,0.472,0.823,0.363,-
246,2018,4,7,KIA,21,9,0,12,0.429,-,5.14,108,24,8,7.0,15.5,0.321,0.289,0.349,0.442,0.791,0.351,-
247,2018,4,8,»ï¼º,24,9,0,15,0.375,-,4.58,110,20,20,8.7,19.6,0.334,0.277,0.351,0.407,0.758,0.344,-
248,2018,4,9,Hero,25,9,0,16,0.360,-,3.72,93,19,10,8.5,22.0,0.307,0.249,0.320,0.371,0.691,0.312,-
249,2018,4,10,NC,24,7,0,17,0.292,-,3.33,80,18,14,5.6,22.0,0.278,0.229,0.281,0.337,0.618,0.280,-
250,2018,5,1,ÇÑÈ­,25,17,0,8,0.680,-,4.60,115,24,11,7.4,17.7,0.310,0.271,0.333,0.408,0.741,0.332,-
251,2018,5,2,µÎ»ê,23,14,0,9,0.609,-,5.78,133,21,8,6.8,17.5,0.338,0.294,0.347,0.457,0.804,0.355,-
252,2018,5,3,Hero,25,14,0,11,0.560,-,6.20,155,37,25,7.2,19.3,0.352,0.305,0.365,0.491,0.856,0.377,-
253,2018,5,4,»ï¼º,25,14,0,11,0.560,-,5.52,138,25,19,7.3,15.0,0.335,0.303,0.360,0.457,0.817,0.362,-
254,2018,5,5,KIA,26,14,0,12,0.538,-,6.19,161,34,18,8.1,14.8,0.343,0.313,0.378,0.487,0.865,0.382,-
255,2018,5,6,LG,26,12,0,14,0.462,-,5.58,145,19,14,6.7,17.2,0.355,0.306,0.354,0.439,0.793,0.352,-
256,2018,5,7,·Ôµ¥,24,11,0,13,0.458,-,5.04,121,22,9,7.5,20.1,0.338,0.282,0.341,0.438,0.779,0.345,-
257,2018,5,8,SK,23,10,0,13,0.435,-,5.04,116,30,7,7.0,17.9,0.310,0.276,0.339,0.439,0.778,0.347,-
258,2018,5,9,KT,24,10,0,14,0.417,-,5.00,120,24,5,7.4,18.8,0.319,0.274,0.339,0.431,0.770,0.342,-
259,2018,5,10,NC,25,7,0,18,0.280,-,3.80,95,27,9,7.7,21.7,0.302,0.253,0.319,0.401,0.720,0.322,-
260,2018,6,1,µÎ»ê,26,18,0,8,0.692,-,7.42,193,47,13,8.4,15.6,0.360,0.332,0.396,0.547,0.943,0.410,-
261,2018,6,2,ÇÑÈ­,26,17,0,9,0.654,-,5.38,140,30,36,8.3,21.3,0.320,0.268,0.339,0.432,0.771,0.344,-
262,2018,6,3,LG,24,14,1,9,0.609,-,5.58,134,26,21,7.8,20.2,0.341,0.289,0.353,0.446,0.799,0.356,-
263,2018,6,4,SK,24,13,1,10,0.565,-,5.33,128,45,16,7.8,19.4,0.288,0.267,0.342,0.485,0.827,0.362,-
264,2018,6,5,·Ôµ¥,25,12,2,11,0.522,-,6.96,174,54,14,9.0,18.3,0.320,0.295,0.368,0.520,0.888,0.384,-
265,2018,6,6,Hero,25,12,0,13,0.480,-,6.32,158,21,19,8.0,20.8,0.357,0.292,0.357,0.424,0.781,0.349,-
266,2018,6,7,KIA,22,10,0,12,0.455,-,5.23,115,24,13,8.6,16.7,0.304,0.271,0.344,0.423,0.767,0.340,-
267,2018,6,8,»ï¼º,25,10,1,14,0.417,-,5.76,144,21,15,8.4,16.6,0.326,0.283,0.354,0.424,0.778,0.350,-
268,2018,6,9,NC,25,8,0,17,0.320,-,4.00,100,18,19,8.7,20.1,0.307,0.254,0.335,0.373,0.708,0.324,-
269,2018,6,10,KT,24,6,1,17,0.261,-,3.79,91,28,14,7.2,21.1,0.295,0.252,0.315,0.409,0.724,0.322,-
270,2018,7,1,»ï¼º,22,13,2,7,0.650,-,5.41,119,22,18,7.4,16.9,0.345,0.302,0.361,0.434,0.795,0.356,-
271,2018,7,2,µÎ»ê,21,13,0,8,0.619,-,6.33,133,32,13,7.4,17.2,0.366,0.326,0.383,0.509,0.892,0.393,-
272,2018,7,3,KT,21,12,1,8,0.600,-,5.90,124,41,16,8.4,20.5,0.322,0.288,0.351,0.503,0.854,0.372,-
273,2018,7,4,SK,22,13,0,9,0.591,-,5.04,111,33,26,9.2,18.6,0.325,0.289,0.363,0.478,0.841,0.371,-
274,2018,7,5,NC,22,12,1,9,0.571,-,4.32,95,15,17,8.2,18.7,0.307,0.259,0.330,0.380,0.710,0.319,-
275,2018,7,6,Hero,23,10,0,13,0.435,-,5.13,118,28,15,9.3,21.1,0.306,0.262,0.337,0.429,0.766,0.340,-
276,2018,7,7,LG,22,9,0,13,0.409,-,5.96,131,28,9,6.6,16.4,0.335,0.299,0.356,0.463,0.819,0.364,-
277,2018,7,8,ÇÑÈ­,22,9,0,13,0.409,-,4.77,105,15,21,6.6,22.6,0.364,0.288,0.344,0.407,0.751,0.337,-
278,2018,7,9,·Ôµ¥,21,8,0,13,0.381,-,5.57,117,27,8,7.3,20.0,0.346,0.295,0.354,0.475,0.829,0.366,-
279,2018,7,10,KIA,22,8,0,14,0.364,-,5.00,110,18,14,8.1,16.7,0.318,0.278,0.346,0.412,0.758,0.341,-
280,2018,8,1,Hero,13,11,0,2,0.846,-,8.92,116,19,15,8.4,17.2,0.448,0.388,0.443,0.577,1.020,0.446,-
281,2018,8,2,·Ôµ¥,11,8,0,3,0.727,-,5.91,65,16,6,7.0,18.4,0.353,0.310,0.366,0.504,0.870,0.380,-
282,2018,8,3,NC,13,7,0,6,0.538,-,6.46,84,26,3,7.2,19.6,0.344,0.307,0.364,0.551,0.915,0.395,-
283,2018,8,4,µÎ»ê,13,7,0,6,0.538,-,5.62,73,14,5,9.3,16.7,0.341,0.301,0.374,0.451,0.825,0.369,-
284,2018,8,5,KIA,12,6,0,6,0.500,-,8.92,107,23,7,8.8,12.7,0.373,0.352,0.424,0.586,1.010,0.440,-
285,2018,8,6,SK,13,6,0,7,0.462,-,7.92,103,21,5,9.0,15.3,0.328,0.302,0.391,0.495,0.886,0.393,-
286,2018,8,7,»ï¼º,13,6,0,7,0.462,-,5.85,76,15,12,8.8,18.7,0.327,0.285,0.358,0.437,0.795,0.356,-
287,2018,8,8,ÇÑÈ­,12,5,0,7,0.417,-,4.92,59,13,11,9.0,16.6,0.303,0.268,0.353,0.421,0.774,0.348,-
288,2018,8,9,KT,13,4,0,9,0.308,-,4.92,64,20,5,9.3,23.6,0.291,0.250,0.319,0.435,0.754,0.331,-
289,2018,8,10,LG,13,3,0,10,0.231,-,6.62,86,18,6,7.6,15.4,0.336,0.308,0.365,0.499,0.864,0.379,-
290,2018,9,1,µÎ»ê,24,16,0,8,0.667,-,7.92,190,40,24,9.8,16.6,0.347,0.314,0.393,0.505,0.898,0.395,-
291,2018,9,2,KIA,23,15,0,8,0.652,-,6.83,157,22,16,12.3,14.8,0.328,0.294,0.389,0.435,0.824,0.370,-
292,2018,9,3,SK,24,14,0,10,0.583,-,5.92,142,34,14,7.3,19.0,0.314,0.276,0.344,0.446,0.790,0.352,-
293,2018,9,4,Hero,23,13,0,10,0.565,-,5.52,127,26,11,7.5,23.6,0.321,0.261,0.327,0.418,0.745,0.331,-
294,2018,9,5,ÇÑÈ­,24,12,0,12,0.500,-,5.46,131,35,18,6.9,19.8,0.318,0.277,0.339,0.449,0.788,0.349,-
295,2018,9,6,»ï¼º,24,11,1,12,0.478,-,5.08,122,28,24,8.5,20.3,0.325,0.275,0.345,0.427,0.772,0.345,-
296,2018,9,7,·Ôµ¥,22,10,0,12,0.455,-,6.04,133,35,15,9.1,20.2,0.343,0.294,0.370,0.486,0.856,0.379,-
297,2018,9,8,NC,23,9,0,14,0.391,-,6.04,139,28,13,8.7,17.7,0.317,0.282,0.351,0.441,0.792,0.351,-
298,2018,9,9,LG,24,9,0,15,0.375,-,4.42,106,18,6,7.0,18.2,0.315,0.269,0.329,0.395,0.724,0.325,-
299,2018,9,10,KT,23,7,1,15,0.318,-,5.70,131,33,13,9.6,17.9,0.313,0.279,0.352,0.447,0.799,0.354,-
300,2018,10,1,»ï¼º,4,3,0,1,0.750,-,10.25,41,10,4,8.1,19.8,0.413,0.362,0.427,0.625,1.052,0.455,-
301,2018,10,2,LG,4,3,0,1,0.750,-,4.75,19,4,1,7.7,16.0,0.300,0.268,0.342,0.406,0.748,0.338,-
302,2018,10,3,KT,8,5,0,3,0.625,-,6.00,48,11,2,8.2,19.8,0.321,0.278,0.341,0.458,0.799,0.353,-
303,2018,10,4,·Ôµ¥,12,7,0,5,0.583,-,5.25,63,18,7,8.7,22.5,0.328,0.278,0.344,0.463,0.807,0.354,-
304,2018,10,5,µÎ»ê,7,4,0,3,0.571,-,6.00,42,5,6,8.8,19.7,0.387,0.316,0.384,0.423,0.807,0.365,-
305,2018,10,6,ÇÑÈ­,6,3,0,3,0.500,-,5.83,35,9,0,8.4,18.1,0.301,0.272,0.336,0.455,0.791,0.349,-
306,2018,10,7,NC,5,2,0,3,0.400,-,4.80,24,5,1,8.2,17.9,0.295,0.258,0.321,0.393,0.714,0.321,-
307,2018,10,8,KIA,11,4,0,7,0.364,-,5.18,57,13,5,7.2,18.8,0.308,0.268,0.333,0.408,0.741,0.331,-
308,2018,10,9,Hero,3,1,0,2,0.333,-,6.67,20,5,1,6.6,19.7,0.369,0.324,0.369,0.586,0.955,0.409,-
309,2018,10,10,SK,8,2,0,6,0.250,-,5.12,41,13,12,10.1,22.1,0.315,0.268,0.355,0.426,0.781,0.352,-
310,2019,3,1,µÎ»ê,8,6,0,2,0.750,-,4.50,36,6,3,12.7,16.4,0.283,0.246,0.349,0.357,0.706,0.328,-
311,2019,3,2,SK,8,6,0,2,0.750,-,4.38,35,8,8,8.0,21.1,0.253,0.217,0.293,0.368,0.661,0.298,-
312,2019,3,3,NC,8,5,0,3,0.625,-,5.00,40,15,2,8.2,18.8,0.276,0.258,0.334,0.454,0.788,0.347,-
313,2019,3,4,LG,8,5,0,3,0.625,-,3.50,28,5,6,10.1,20.4,0.254,0.210,0.299,0.314,0.613,0.285,-
314,2019,3,5,ÇÑÈ­,8,4,0,4,0.500,-,7.62,61,8,6,12.6,19.9,0.357,0.297,0.395,0.464,0.859,0.384,-
315,2019,3,6,»ï¼º,8,3,0,5,0.375,-,6.12,49,14,5,11.8,20.2,0.302,0.268,0.366,0.468,0.834,0.369,-
316,2019,3,7,·Ôµ¥,8,3,0,5,0.375,-,5.12,41,4,6,8.4,19.5,0.303,0.252,0.317,0.370,0.687,0.310,-
317,2019,3,8,Hero,8,3,0,5,0.375,-,3.75,30,4,3,10.1,20.2,0.292,0.237,0.321,0.331,0.652,0.301,-
318,2019,3,9,KIA,8,3,0,5,0.375,-,4.25,34,4,3,11.4,20.2,0.289,0.234,0.330,0.343,0.673,0.312,-
319,2019,3,10,KT,8,2,0,6,0.250,-,4.00,32,7,8,9.2,22.3,0.352,0.282,0.353,0.381,0.734,0.333,-
320,2019,4,1,Hero,24,16,0,8,0.667,-,6.38,153,17,22,10.3,16.5,0.360,0.309,0.383,0.446,0.829,0.372,-
321,2019,4,2,LG,22,14,0,8,0.636,-,5.09,112,15,19,9.3,15.7,0.317,0.277,0.350,0.391,0.741,0.336,-
322,2019,4,3,SK,23,14,1,8,0.636,-,4.13,95,22,15,9.5,19.4,0.286,0.245,0.327,0.372,0.699,0.317,-
323,2019,4,4,µÎ»ê,24,15,0,9,0.625,-,6.00,144,20,15,11.4,15.7,0.320,0.284,0.372,0.438,0.810,0.362,-
324,2019,4,5,NC,22,13,0,9,0.591,-,5.64,124,23,10,7.0,17.7,0.342,0.298,0.358,0.462,0.820,0.363,-
325,2019,4,6,ÇÑÈ­,21,9,0,12,0.429,-,4.19,88,14,15,8.7,22.0,0.313,0.252,0.324,0.365,0.689,0.312,-
326,2019,4,7,·Ôµ¥,22,9,0,13,0.409,-,4.50,99,14,4,8.7,19.3,0.324,0.268,0.341,0.375,0.716,0.326,-
327,2019,4,8,KIA,22,7,1,14,0.333,-,4.68,103,14,13,9.0,18.9,0.320,0.267,0.337,0.389,0.726,0.327,-
328,2019,4,9,KT,24,8,0,16,0.333,-,3.62,87,16,14,7.6,19.3,0.293,0.246,0.309,0.343,0.652,0.298,-
329,2019,4,10,»ï¼º,22,7,0,15,0.318,-,4.36,96,13,20,8.8,19.1,0.314,0.262,0.332,0.384,0.716,0.323,-
330,2019,5,1,SK,26,17,0,9,0.654,-,5.04,131,23,29,8.0,17.2,0.310,0.269,0.341,0.387,0.728,0.329,-
331,2019,5,2,µÎ»ê,26,16,0,10,0.615,-,4.46,116,15,22,10.5,15.6,0.312,0.272,0.355,0.383,0.738,0.336,-
332,2019,5,3,KT,26,14,0,12,0.538,-,4.92,128,16,14,9.0,17.4,0.334,0.283,0.355,0.391,0.746,0.339,-
333,2019,5,4,»ï¼º,26,14,0,12,0.538,-,4.54,118,19,24,8.5,17.0,0.311,0.270,0.340,0.393,0.733,0.329,-
334,2019,5,5,KIA,27,14,0,13,0.519,-,4.41,119,15,19,8.4,14.8,0.306,0.269,0.335,0.381,0.716,0.324,-
335,2019,5,6,NC,26,13,0,13,0.500,-,5.04,131,22,17,7.7,15.4,0.334,0.296,0.358,0.428,0.786,0.352,-
336,2019,5,7,LG,26,12,0,14,0.462,-,3.38,88,10,12,7.0,19.0,0.312,0.256,0.318,0.338,0.656,0.302,-
337,2019,5,8,Hero,27,12,0,15,0.444,-,5.44,147,23,14,8.2,16.0,0.312,0.276,0.344,0.415,0.759,0.341,-
338,2019,5,9,ÇÑÈ­,27,11,0,16,0.407,-,3.89,105,19,28,7.8,18.7,0.284,0.241,0.309,0.354,0.663,0.302,-
339,2019,5,10,·Ôµ¥,27,9,0,18,0.333,-,5.33,144,18,18,8.8,19.8,0.333,0.274,0.347,0.383,0.730,0.333,-
340,2019,6,1,Hero,25,18,0,7,0.720,-,5.00,125,22,24,9.0,17.7,0.316,0.273,0.346,0.409,0.755,0.339,-
341,2019,6,2,SK,25,17,0,8,0.680,-,5.48,137,19,6,8.2,14.7,0.337,0.299,0.369,0.424,0.793,0.357,-
342,2019,6,3,LG,25,14,1,10,0.583,-,4.60,115,18,24,7.5,15.3,0.305,0.270,0.332,0.386,0.718,0.322,-
343,2019,6,4,KT,25,13,1,11,0.542,-,4.88,122,20,21,9.0,16.1,0.330,0.290,0.355,0.397,0.752,0.340,-
344,2019,6,5,µÎ»ê,25,13,0,12,0.520,-,4.40,110,8,13,10.5,14.9,0.314,0.271,0.354,0.354,0.708,0.327,-
345,2019,6,6,»ï¼º,24,11,0,13,0.458,-,4.92,118,27,17,7.7,16.8,0.310,0.276,0.341,0.437,0.778,0.346,-
346,2019,6,7,·Ôµ¥,24,10,2,12,0.455,-,4.12,99,15,14,9.5,17.1,0.284,0.244,0.324,0.337,0.661,0.305,-
347,2019,6,8,KIA,25,9,0,16,0.360,-,4.36,109,11,17,10.2,17.2,0.321,0.270,0.351,0.368,0.719,0.331,-
348,2019,6,9,NC,24,8,0,16,0.333,-,3.42,82,15,9,8.6,16.6,0.290,0.253,0.321,0.360,0.681,0.309,-
349,2019,6,10,ÇÑÈ­,24,8,0,16,0.333,-,4.67,112,13,22,9.9,23.2,0.317,0.247,0.329,0.347,0.676,0.310,-
350,2019,7,1,Hero,19,14,0,5,0.737,-,5.37,102,12,12,7.2,17.3,0.327,0.280,0.339,0.417,0.756,0.339,-
351,2019,7,2,SK,19,13,0,6,0.684,-,5.16,98,15,25,8.5,15.3,0.309,0.275,0.341,0.399,0.740,0.333,-
352,2019,7,3,KT,18,11,0,7,0.611,-,5.17,93,10,12,8.7,15.0,0.340,0.299,0.362,0.406,0.768,0.348,-
353,2019,7,4,NC,19,10,1,8,0.556,-,5.16,98,14,16,8.9,14.5,0.321,0.287,0.358,0.416,0.774,0.348,-
354,2019,7,5,µÎ»ê,17,9,0,8,0.529,-,5.29,90,10,3,8.1,13.2,0.285,0.261,0.328,0.375,0.703,0.319,-
355,2019,7,6,KIA,16,8,0,8,0.500,-,4.56,73,12,8,11.5,16.0,0.300,0.264,0.354,0.376,0.730,0.334,-
356,2019,7,7,LG,18,9,0,9,0.500,-,4.61,83,13,13,8.0,17.1,0.300,0.261,0.327,0.383,0.710,0.321,-
357,2019,7,8,»ï¼º,19,8,1,10,0.444,-,4.00,76,18,15,8.3,16.0,0.287,0.257,0.331,0.406,0.737,0.332,-
358,2019,7,9,·Ôµ¥,18,4,0,14,0.222,-,3.00,54,12,13,7.9,23.6,0.285,0.228,0.294,0.342,0.636,0.288,-
359,2019,7,10,ÇÑÈ­,19,4,0,15,0.211,-,3.90,74,14,11,6.4,17.8,0.293,0.253,0.306,0.369,0.675,0.304,-
360,2019,8,1,µÎ»ê,24,17,0,7,0.708,-,5.88,141,20,26,9.2,12.1,0.325,0.302,0.370,0.442,0.812,0.363,-
361,2019,8,2,KT,25,14,1,10,0.583,-,4.56,114,19,15,8.6,16.7,0.317,0.274,0.342,0.384,0.726,0.330,-
362,2019,8,3,Hero,25,13,1,11,0.542,-,6.48,162,27,21,10.5,13.8,0.332,0.303,0.381,0.469,0.850,0.379,-
363,2019,8,4,LG,24,13,0,11,0.542,-,5.71,137,15,13,7.5,17.0,0.348,0.297,0.360,0.403,0.763,0.345,-
364,2019,8,5,SK,25,13,0,12,0.520,-,3.76,94,9,20,7.4,18.7,0.308,0.255,0.316,0.347,0.663,0.304,-
365,2019,8,6,NC,24,12,0,12,0.500,-,4.54,109,19,13,9.3,13.2,0.288,0.265,0.342,0.404,0.746,0.336,-
366,2019,8,7,KIA,26,12,1,13,0.480,-,4.00,104,12,18,8.4,14.8,0.305,0.267,0.334,0.370,0.704,0.321,-
367,2019,8,8,ÇÑÈ­,24,10,0,14,0.417,-,3.54,85,11,14,5.6,18.2,0.311,0.261,0.314,0.353,0.667,0.305,-
368,2019,8,9,·Ôµ¥,25,9,1,15,0.375,-,3.68,92,19,6,5.3,18.9,0.293,0.251,0.300,0.382,0.682,0.305,-
369,2019,8,10,»ï¼º,22,7,0,15,0.318,-,3.46,76,10,13,9.0,15.6,0.257,0.225,0.305,0.311,0.616,0.287,-
370,2019,9,1,NC,20,12,1,7,0.632,-,4.25,85,20,18,7.2,15.3,0.298,0.269,0.332,0.411,0.743,0.333,-
371,2019,9,2,µÎ»ê,19,11,1,7,0.611,-,4.90,93,5,20,8.6,11.5,0.306,0.276,0.340,0.337,0.677,0.312,-
372,2019,9,3,Hero,15,9,0,6,0.600,-,3.87,58,7,13,7.9,18.4,0.302,0.250,0.323,0.323,0.646,0.300,-
373,2019,9,4,ÇÑÈ­,21,12,0,9,0.571,-,3.90,82,9,9,7.7,19.0,0.327,0.269,0.333,0.351,0.684,0.315,-
374,2019,9,5,LG,21,12,0,9,0.571,-,3.71,78,18,20,7.0,19.4,0.303,0.258,0.319,0.391,0.710,0.319,-
375,2019,9,6,KT,18,9,0,9,0.500,-,4.11,74,15,20,7.8,18.4,0.317,0.272,0.334,0.396,0.730,0.329,-
376,2019,9,7,KIA,20,9,0,11,0.450,-,3.15,63,8,9,6.2,17.4,0.300,0.253,0.307,0.333,0.640,0.294,-
377,2019,9,8,SK,18,8,0,10,0.444,-,3.61,65,21,14,9.0,18.2,0.263,0.236,0.315,0.373,0.688,0.310,-
378,2019,9,9,»ï¼º,23,10,0,13,0.435,-,3.83,88,21,13,8.4,20.1,0.275,0.235,0.306,0.368,0.674,0.304,-
379,2019,9,10,·Ôµ¥,19,4,0,15,0.211,-,2.53,48,8,4,6.2,21.5,0.272,0.219,0.272,0.307,0.579,0.265,-
380,2020,5,1,NC,23,18,0,5,0.783,-,6.61,152,35,15,8.8,17.8,0.332,0.296,0.371,0.482,0.853,0.376,-
381,2020,5,2,LG,23,16,0,7,0.696,-,6.17,142,26,16,9.2,16.9,0.333,0.294,0.366,0.468,0.834,0.369,-
382,2020,5,3,µÎ»ê,23,14,0,9,0.609,-,6.04,139,23,7,8.4,15.2,0.330,0.299,0.361,0.444,0.805,0.358,-
383,2020,5,4,KIA,24,12,0,12,0.500,-,4.75,114,23,10,9.6,16.9,0.315,0.276,0.352,0.411,0.763,0.344,-
384,2020,5,5,Hero,24,12,0,12,0.500,-,5.67,136,24,16,10.3,18.6,0.311,0.268,0.351,0.419,0.770,0.346,-
385,2020,5,6,·Ôµ¥,23,11,0,12,0.478,-,4.39,101,15,14,9.0,16.6,0.293,0.255,0.329,0.367,0.696,0.318,-
386,2020,5,7,KT,23,10,0,13,0.435,-,6.39,147,25,14,7.6,17.5,0.351,0.306,0.361,0.470,0.831,0.367,-
387,2020,5,8,»ï¼º,24,10,0,14,0.417,-,5.17,124,22,16,9.4,17.7,0.284,0.251,0.328,0.393,0.721,0.324,-
388,2020,5,9,SK,23,7,0,16,0.304,-,4.17,96,18,15,9.2,19.4,0.287,0.243,0.319,0.366,0.685,0.311,-
389,2020,5,10,ÇÑÈ­,24,7,0,17,0.292,-,3.58,86,16,16,7.5,19.7,0.290,0.242,0.308,0.348,0.656,0.300,-
390,2020,6,1,Hero,25,19,0,6,0.760,-,5.84,146,31,17,11.5,19.7,0.309,0.267,0.359,0.447,0.806,0.358,-
391,2020,6,2,»ï¼º,25,15,0,10,0.600,-,4.92,123,22,29,7.5,18.3,0.310,0.267,0.331,0.399,0.730,0.329,-
392,2020,6,3,NC,24,14,0,10,0.583,-,6.42,154,36,13,8.3,17.0,0.320,0.290,0.362,0.486,0.848,0.373,-
393,2020,6,4,KIA,21,12,0,9,0.571,-,4.95,104,24,6,8.6,17.6,0.299,0.266,0.336,0.417,0.753,0.337,-
394,2020,6,5,µÎ»ê,25,14,0,11,0.560,-,6.24,156,27,10,9.9,14.8,0.319,0.290,0.367,0.447,0.814,0.362,-
395,2020,6,6,·Ôµ¥,23,12,0,11,0.522,-,5.04,116,20,19,8.4,15.4,0.323,0.286,0.350,0.415,0.765,0.342,-
396,2020,6,7,LG,25,12,0,13,0.480,-,4.80,120,15,18,6.7,15.4,0.322,0.284,0.336,0.385,0.721,0.324,-
397,2020,6,8,KT,25,11,0,14,0.440,-,5.12,128,30,18,9.3,19.9,0.319,0.272,0.347,0.425,0.772,0.344,-
398,2020,6,9,SK,25,7,0,18,0.280,-,3.28,82,20,9,8.4,19.0,0.274,0.235,0.306,0.343,0.649,0.297,-
399,2020,6,10,ÇÑÈ­,24,5,0,19,0.208,-,3.50,84,12,8,7.8,19.6,0.291,0.239,0.311,0.326,0.637,0.295,-
400,2020,7,1,KT,14,10,1,3,0.769,-,6.29,88,17,12,9.5,19.8,0.376,0.316,0.381,0.470,0.851,0.379,-
401,2020,7,2,NC,14,8,2,4,0.667,-,5.93,83,16,12,6.8,16.1,0.304,0.274,0.329,0.432,0.761,0.337,-
402,2020,7,3,KIA,15,9,0,6,0.600,-,5.93,89,19,3,8.8,15.0,0.317,0.290,0.366,0.456,0.822,0.365,-
403,2020,7,4,µÎ»ê,14,8,0,6,0.571,-,6.14,86,11,13,7.9,12.9,0.359,0.326,0.383,0.445,0.828,0.372,-
404,2020,7,5,»ï¼º,14,8,0,6,0.571,-,6.64,93,14,11,9.1,16.8,0.371,0.323,0.386,0.472,0.858,0.382,-
405,2020,7,6,·Ôµ¥,14,6,0,8,0.429,-,6.14,86,17,12,8.7,15.1,0.323,0.295,0.363,0.448,0.811,0.361,-
406,2020,7,7,Hero,15,6,0,9,0.400,-,5.40,81,17,13,10.8,17.3,0.329,0.290,0.369,0.444,0.813,0.364,-
407,2020,7,8,SK,15,6,0,9,0.400,-,4.60,69,17,9,8.2,18.4,0.300,0.263,0.330,0.386,0.716,0.322,-
408,2020,7,9,ÇÑÈ­,15,5,0,10,0.333,-,3.33,50,7,8,10.3,18.1,0.284,0.237,0.318,0.328,0.646,0.299,-
409,2020,7,10,LG,14,4,1,9,0.308,-,5.50,77,17,4,8.9,17.6,0.287,0.256,0.336,0.411,0.747,0.335,-
