,¿¬µµ,¿ù,¼øÀ§,ÆÀ¸í,°æ±â,ÆÀ½Â,ÆÀ¹«,ÆÀÆÐ,½Â·ü,RA/G,½ÇÁ¡,ÀÚÃ¥,ÇÇÈ¨·±,º¼³Ý%,»ïÁø%,BABIP,LOB%,ERA,RA9-WAR,FIP,kFIP,WAR
361,2019,8,2,KT,25,14,1,10,0.583,3.56,89,83,16,7.6,15.3,0.284,75.7,3.35,6.60,4.11,4.17,2.71
362,2019,8,3,Hero,25,13,1,11,0.542,4.32,108,102,7,5.7,16.7,0.334,67.6,4.11,4.83,3.27,3.26,4.45
363,2019,8,4,LG,24,13,0,11,0.542,5.25,126,119,19,9.8,16.1,0.322,68.3,5.04,3.58,4.61,4.66,1.89
364,2019,8,5,SK,25,13,0,12,0.520,3.44,86,80,14,7.5,16.5,0.292,74.9,3.32,5.99,3.91,3.93,3.28
365,2019,8,6,NC,24,12,0,12,0.500,4.08,98,91,20,7.9,16.9,0.294,73.8,3.81,5.91,4.32,4.34,2.54
366,2019,8,7,KIA,26,12,1,13,0.480,4.69,122,111,17,9.0,16.8,0.300,68.4,4.32,4.72,4.24,4.27,2.14
367,2019,8,8,ÇÑÈ­,24,10,0,14,0.417,5.54,133,121,22,9.2,14.1,0.332,68.0,5.21,2.35,4.85,4.95,0.95
368,2019,8,9,·Ôµ¥,25,9,1,15,0.375,5.16,129,112,16,7.5,16.8,0.328,65.1,4.62,2.31,3.97,3.96,3.13
369,2019,8,10,»ï¼º,22,7,0,15,0.318,6.04,133,128,21,10.6,14.6,0.318,65.9,5.90,1.77,5.16,5.29,0.49
370,2019,9,1,NC,20,12,1,7,0.632,2.90,58,55,14,7.4,18.2,0.298,82.5,2.77,7.40,4.01,3.98,2.36
371,2019,9,2,µÎ»ê,19,11,1,7,0.611,3.58,68,64,14,3.5,18.2,0.287,72.7,3.32,5.27,3.48,3.40,3.83
372,2019,9,3,Hero,15,9,0,6,0.600,2.60,39,29,4,6.0,17.1,0.281,77.3,1.99,5.19,3.23,3.23,2.87
373,2019,9,4,LG,21,12,0,9,0.571,3.57,75,65,10,9.3,17.5,0.285,74.9,3.16,5.44,3.99,4.02,2.30
374,2019,9,5,ÇÑÈ­,21,12,0,9,0.571,3.43,72,67,13,9.0,17.9,0.296,77.3,3.20,6.54,4.00,3.99,2.72
375,2019,9,6,KT,18,9,0,9,0.500,3.72,67,60,15,7.9,18.5,0.290,75.3,3.40,3.81,4.14,4.09,2.02
376,2019,9,7,KIA,20,9,0,11,0.450,4.60,92,76,10,7.3,18.8,0.331,66.9,4.00,3.36,3.63,3.56,3.62
377,2019,9,8,SK,18,8,0,10,0.444,4.11,74,70,15,8.1,20.2,0.310,72.4,3.95,3.50,4.00,3.89,2.89
378,2019,9,9,»ï¼º,23,10,0,13,0.435,4.83,111,96,23,8.1,14.7,0.289,69.4,4.30,2.95,4.83,4.92,1.19
379,2019,9,10,·Ôµ¥,19,4,0,15,0.211,4.10,78,68,14,8.6,18.6,0.301,72.4,3.71,2.96,4.18,4.14,1.85
380,2020,5,1,NC,23,18,0,5,0.783,4.00,92,87,25,9.0,19.2,0.279,76.8,3.73,7.79,4.77,4.71,3.56
381,2020,5,2,LG,23,16,0,7,0.696,4.65,107,96,22,6.9,17.6,0.301,68.9,4.24,4.53,4.50,4.45,3.45
382,2020,5,3,µÎ»ê,23,14,0,9,0.609,6.44,148,133,20,9.3,15.0,0.339,63.4,5.67,2.60,4.84,4.92,2.32
383,2020,5,4,KIA,24,12,0,12,0.500,5.00,120,105,14,7.7,20.9,0.331,64.2,4.42,5.02,3.77,3.62,5.70
384,2020,5,5,Hero,24,12,0,12,0.500,5.17,124,112,27,7.1,18.0,0.319,67.5,4.82,3.66,4.83,4.79,2.72
385,2020,5,6,·Ôµ¥,23,11,0,12,0.478,5.13,118,111,25,10.0,17.4,0.299,69.7,4.80,4.84,5.06,5.08,2.71
386,2020,5,7,KT,23,10,0,13,0.435,6.00,138,127,22,9.2,14.9,0.317,64.9,5.58,2.44,5.10,5.22,2.04
387,2020,5,8,»ï¼º,24,10,0,14,0.417,5.50,132,110,28,9.7,16.0,0.296,67.9,4.69,3.80,5.40,5.48,1.28
388,2020,5,9,SK,23,7,0,16,0.304,5.70,131,110,18,10.3,18.1,0.310,62.9,4.84,3.39,4.63,4.62,2.86
389,2020,5,10,ÇÑÈ­,24,7,0,17,0.292,5.29,127,121,26,9.8,19.2,0.336,70.3,5.26,3.38,5.01,4.95,2.36
390,2020,6,1,Hero,25,19,0,6,0.760,3.60,90,81,18,5.5,16.7,0.283,74.0,3.25,7.78,4.10,4.10,4.31
391,2020,6,2,»ï¼º,25,15,0,10,0.600,4.12,103,96,25,9.3,16.6,0.288,75.3,3.95,6.49,4.94,4.98,2.26
392,2020,6,3,NC,24,14,0,10,0.583,5.92,142,134,26,10.3,18.3,0.303,63.8,5.61,4.68,5.07,5.06,2.42
393,2020,6,4,KIA,21,12,0,9,0.571,4.00,84,76,15,7.5,20.9,0.297,70.0,3.85,5.47,4.01,3.86,4.31
394,2020,6,5,µÎ»ê,25,14,0,11,0.560,5.20,130,117,17,7.4,18.1,0.339,65.7,4.82,4.76,4.15,4.09,4.47
395,2020,6,6,·Ôµ¥,23,12,0,11,0.522,4.56,105,102,26,6.5,18.3,0.297,70.6,4.46,5.22,4.59,4.52,3.97
396,2020,6,7,LG,25,12,0,13,0.480,4.92,123,118,19,10.2,18.4,0.307,70.4,4.69,6.22,4.65,4.67,3.31
397,2020,6,8,KT,25,11,0,14,0.440,5.64,141,135,31,8.4,13.1,0.305,66.6,5.53,3.36,5.45,5.59,0.98
398,2020,6,9,SK,25,7,0,18,0.280,4.72,118,111,27,10.6,18.1,0.309,74.3,4.53,4.19,5.23,5.25,2.11
399,2020,6,10,ÇÑÈ­,24,5,0,19,0.208,7.38,177,151,33,10.2,18.8,0.362,61.5,6.48,-0.71,5.38,5.29,1.85
400,2020,7,1,KT,15,10,1,4,0.714,4.67,70,69,10,9.4,16.6,0.300,69.1,4.53,4.00,4.43,4.49,2.17
401,2020,7,2,NC,15,9,2,4,0.692,3.93,59,59,14,8.4,19.1,0.277,75.3,3.85,3.62,4.61,4.59,2.17
402,2020,7,3,µÎ»ê,15,9,0,6,0.600,4.67,70,64,11,7.9,16.9,0.316,68.7,4.36,2.82,4.25,4.22,2.57
403,2020,7,4,»ï¼º,15,9,0,6,0.600,5.20,78,73,15,10.2,15.2,0.295,68.3,4.94,2.48,5.24,5.37,0.55
404,2020,7,5,KIA,16,9,0,7,0.563,4.88,78,74,18,9.8,17.1,0.327,73.0,4.65,2.40,5.09,5.09,0.99
405,2020,7,6,Hero,16,7,0,9,0.438,7.38,118,111,22,9.1,15.0,0.363,62.0,7.09,-0.46,5.66,5.73,0.31
406,2020,7,7,·Ôµ¥,15,6,0,9,0.400,6.47,97,80,20,8.1,15.9,0.318,61.9,5.40,0.89,5.27,5.27,0.99
407,2020,7,8,SK,16,6,0,10,0.375,5.56,89,83,13,11.4,16.0,0.329,67.0,5.48,1.67,5.08,5.17,1.16
408,2020,7,9,LG,15,5,1,9,0.357,6.40,96,81,19,6.3,15.7,0.360,65.2,5.37,1.52,4.97,4.96,1.77
409,2020,7,10,ÇÑÈ­,16,5,0,11,0.313,4.75,76,70,18,10.1,18.4,0.324,74.8,4.51,2.64,5.09,5.06,1.46
