,연도,선수이름,팀명,평균자책점,경기,승,패,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당 출루허용률
376,2016,홍건희,KIA,4.98,50,4,4,4,5,0.500,90 1/3,103,10,41,1,83,53,50,1.59
377,2016,김광수,KIA,5.16,54,2,6,7,14,0.250,52 1/3,67,5,22,0,39,31,30,1.70
378,2016,지크,KIA,5.27,30,10,13,0,0,0.435,152,188,16,68,5,125,104,89,1.68
379,2016,김윤동,KIA,5.43,31,0,3,2,2,0.000,53,48,9,38,3,47,33,32,1.62
380,2016,정동현,KIA,6.00,9,1,2,0,0,0.333,18,20,2,6,2,4,13,12,1.44
381,2016,임기준,KIA,6.03,19,0,2,1,1,0.000,31 1/3,37,2,33,4,15,23,21,2.23
382,2016,고효준,KIA,6.07,24,0,2,0,2,0.000,46,54,6,29,2,52,39,31,1.80
383,2016,박준표,KIA,6.27,46,4,0,0,5,1.000,51 2/3,60,4,22,8,33,39,36,1.59
384,2016,심동섭,KIA,6.45,54,5,2,1,13,0.714,37 2/3,45,5,21,4,33,30,27,1.75
385,2016,한기주,KIA,7.62,29,4,3,1,1,0.571,56 2/3,81,11,30,5,27,48,48,1.96
386,2016,정용운,KIA,7.89,12,0,1,0,0,0.000,21 2/3,31,1,20,0,12,21,19,2.35
387,2016,곽정철,KIA,7.90,27,0,1,2,1,0.000,27 1/3,34,3,22,2,16,24,24,2.05
388,2016,배힘찬,KIA,7.94,3,0,0,1,0,-,5 2/3,7,1,3,0,2,6,5,1.76
389,2016,전상현,KIA,8.10,8,0,2,0,1,0.000,13 1/3,19,3,8,0,11,13,12,2.03
390,2016,이준영,KIA,8.66,13,0,2,0,1,0.000,17 2/3,22,4,11,0,7,17,17,1.87
391,2016,유창식,KIA,20.25,1,0,0,0,0,-,1 1/3,2,1,6,0,0,3,3,6.00
392,2016,홍성무,KT,4.00,8,0,0,0,0,-,9,11,2,1,0,12,6,4,1.33
393,2016,배우열,KT,4.02,36,1,1,1,4,0.500,40 1/3,47,2,18,0,29,21,18,1.61
394,2016,피어밴드,KT,4.45,31,7,13,0,0,0.350,182,231,23,48,10,144,97,90,1.53
395,2016,김재윤,KT,4.97,52,8,1,14,1,0.889,54 1/3,61,6,15,1,73,31,30,1.40
396,2016,주권,KT,5.10,28,6,8,0,0,0.429,134,162,14,44,5,63,80,76,1.54
397,2016,이창재,KT,5.13,47,3,1,1,2,0.750,40 1/3,48,6,15,2,38,24,23,1.56
398,2016,박세진,KT,5.14,7,0,2,0,0,0.000,21,24,5,13,0,8,13,12,1.76
399,2016,마리몬,KT,5.23,12,6,4,0,0,0.600,62,60,3,29,6,45,38,36,1.44
400,2016,김사율,KT,5.34,25,0,1,1,1,0.000,30 1/3,29,4,17,2,27,20,18,1.52
401,2016,심재민,KT,5.47,59,2,3,0,7,0.400,54 1/3,75,4,24,5,30,36,33,1.82
402,2016,고영표,KT,5.59,53,2,4,0,5,0.333,56 1/3,65,6,19,10,62,38,35,1.49
403,2016,정성곤,KT,5.83,28,0,7,0,0,0.000,66 1/3,72,4,33,6,46,52,43,1.58
404,2016,밴와트,KT,5.95,28,6,13,0,0,0.316,134 2/3,172,21,49,4,92,103,89,1.64
405,2016,안상빈,KT,6.00,11,0,0,0,0,-,12,11,2,9,2,12,8,8,1.67
406,2016,홍성용,KT,6.02,67,2,2,2,12,0.500,46 1/3,66,8,19,4,33,32,31,1.83
407,2016,로위,KT,6.30,14,3,6,0,0,0.333,60,74,6,39,5,68,46,42,1.88
408,2016,장시환,KT,6.33,40,3,12,6,3,0.200,75 1/3,93,7,43,9,67,62,53,1.81
409,2016,김민수,KT,6.75,7,0,0,1,0,-,8,14,1,3,0,6,6,6,2.13
410,2016,엄상백,KT,6.75,52,1,5,1,8,0.167,73 1/3,93,8,40,4,57,61,55,1.81
411,2016,윤근영,KT,6.75,3,0,0,0,0,-,4,6,0,5,1,1,6,3,2.75
412,2016,피노,KT,7.15,12,2,3,0,1,0.400,39,62,4,15,4,23,36,31,1.97
413,2016,정대현,KT,7.29,22,4,10,0,0,0.286,91 1/3,115,13,44,5,57,82,74,1.74
414,2016,이상화,KT,7.99,16,0,0,0,0,-,32 2/3,55,7,10,0,24,32,29,1.99
415,2016,조무근,KT,8.61,38,2,0,0,4,1.000,38 2/3,59,5,27,3,31,37,37,2.22
416,2016,최원재,KT,8.68,10,0,0,0,0,-,9 1/3,12,1,4,0,11,9,9,1.71
417,2016,류희운,KT,10.80,5,0,0,0,0,-,8 1/3,13,1,3,0,3,10,10,1.92
418,2016,채선관,KT,27.00,1,0,0,0,0,-,1/3,2,0,2,0,0,1,1,12.00
419,2016,이영재,LG,-,1,0,0,0,0,-,0,2,1,2,0,0,4,4,-
420,2016,전인환,LG,0.00,5,0,0,0,0,-,6 1/3,4,0,3,1,5,0,0,1.11
421,2016,허프,LG,3.13,13,7,2,0,1,0.778,74 2/3,72,2,9,1,46,34,26,1.08
422,2016,정찬헌,LG,3.38,6,0,0,0,0,-,8,7,0,3,1,4,3,3,1.25
423,2016,김지용,LG,3.57,51,3,4,0,17,0.429,63,52,9,18,5,56,25,25,1.11
424,2016,임정우,LG,3.82,67,3,8,28,0,0.273,70 2/3,73,5,36,6,87,31,30,1.54
425,2016,류제국,LG,4.30,29,13,11,0,0,0.542,161 1/3,152,14,70,21,138,83,77,1.38
426,2016,최동환,LG,4.41,26,2,0,1,0,1.000,34 2/3,30,2,15,4,22,18,17,1.30
427,2016,진해수,LG,4.67,75,0,4,1,17,0.000,54,57,5,37,2,54,30,28,1.74
428,2016,우규민,LG,4.91,28,6,11,0,1,0.353,132,166,16,36,18,81,89,72,1.53
429,2016,봉중근,LG,4.95,19,1,0,0,2,1.000,36 1/3,41,4,22,2,20,23,20,1.73
430,2016,신승현,LG,4.96,49,3,1,1,9,0.750,45 1/3,41,3,24,4,31,26,25,1.43
431,2016,소사,LG,5.16,33,10,9,0,0,0.526,199,258,12,38,9,107,121,114,1.49
432,2016,김대현,LG,5.40,1,0,0,0,0,-,1 2/3,3,0,0,1,0,2,1,1.80
433,2016,이동현,LG,5.40,46,4,3,2,5,0.571,43 1/3,54,5,14,3,38,26,26,1.57
434,2016,이승현,LG,5.49,38,3,1,0,3,0.750,41,46,5,23,4,29,28,25,1.68
435,2016,코프랜드,LG,5.54,13,2,3,0,0,0.400,63 1/3,71,8,42,7,34,53,39,1.78
436,2016,이준형,LG,6.18,25,2,6,0,0,0.250,71 1/3,84,4,45,4,35,54,49,1.81
437,2016,배민관,LG,6.35,2,0,0,0,0,-,5 2/3,5,3,1,0,1,4,4,1.06
438,2016,유원상,LG,6.38,19,2,1,0,1,0.667,24,31,3,13,2,15,18,17,1.83
439,2016,임찬규,LG,6.51,15,3,3,0,1,0.500,47,46,6,32,6,38,35,34,1.66
440,2016,윤지웅,LG,6.55,59,4,2,0,11,0.667,44,48,4,18,4,37,33,32,1.50
441,2016,유경국,LG,6.75,2,0,0,0,0,-,5 1/3,7,1,4,0,0,4,4,2.06
442,2016,최성훈,LG,7.15,28,2,1,0,4,0.667,22 2/3,35,1,11,0,8,22,18,2.03
443,2016,정현욱,LG,7.29,17,1,0,1,3,1.000,21,22,4,10,4,18,19,17,1.52
444,2016,유재유,LG,13.50,7,0,1,0,0,0.000,6 2/3,10,2,7,0,3,10,10,2.55
445,2016,장진용,LG,20.25,2,0,0,0,0,-,5 1/3,9,3,6,0,2,12,12,2.81
446,2016,박민석,NC,1.66,21,0,0,1,3,-,21 2/3,10,2,11,6,27,4,4,0.97
447,2016,최성영,NC,1.93,7,0,0,0,0,-,4 2/3,8,0,2,0,4,1,1,2.14
448,2016,임창민,NC,2.57,65,1,3,26,6,0.250,70,61,5,30,5,91,22,20,1.30
449,2016,김선규,NC,2.93,17,1,0,0,0,1.000,15 1/3,20,1,8,1,6,6,5,1.83
450,2016,원종현,NC,3.18,54,3,3,3,17,0.500,70 2/3,51,4,18,3,75,26,25,0.98
451,2016,해커,NC,3.45,23,13,3,0,0,0.813,140 2/3,132,14,31,10,119,57,54,1.16
452,2016,배재환,NC,4.09,11,1,1,0,0,0.500,22,17,1,9,0,15,11,10,1.18
453,2016,구창모,NC,4.19,39,4,1,0,1,0.800,68 2/3,61,9,37,2,67,32,32,1.43
454,2016,이태양,NC,4.21,10,2,2,0,0,0.500,47,44,7,26,8,27,22,22,1.49
455,2016,장현식,NC,4.48,37,1,3,0,1,0.250,76 1/3,68,5,43,2,59,40,38,1.45
456,2016,김진성,NC,4.48,69,6,8,1,14,0.429,84 1/3,79,15,16,2,100,44,42,1.13
457,2016,스튜어트,NC,4.56,27,12,8,0,0,0.600,150,160,11,55,8,118,79,76,1.43
458,2016,이재학,NC,4.58,26,12,4,0,0,0.750,127 2/3,140,19,54,6,134,72,65,1.52
459,2016,최금강,NC,5.00,52,11,4,2,4,0.733,108,123,13,36,8,84,65,60,1.47
460,2016,임정호,NC,5.40,42,1,1,1,7,0.500,23 1/3,25,0,11,6,29,17,14,1.54
461,2016,이민호,NC,5.51,45,9,9,2,3,0.500,130 2/3,159,18,55,6,102,90,80,1.64
462,2016,임서준,NC,5.68,2,0,1,0,0,0.000,6 1/3,10,0,3,0,4,5,4,2.05
463,2016,민성기,NC,6.04,25,2,0,0,1,1.000,28 1/3,33,2,15,4,18,20,19,1.69
464,2016,정수민,NC,6.19,15,3,3,0,0,0.500,48,59,4,29,5,31,34,33,1.83
465,2016,박준영,NC,6.95,32,1,3,0,5,0.250,33 2/3,37,4,18,3,33,31,26,1.63
466,2016,박상혁,NC,7.71,2,0,0,0,0,-,2 1/3,3,1,3,0,3,2,2,2.57
467,2016,강장산,NC,11.57,3,0,1,0,0,0.000,2 1/3,3,2,3,0,1,3,3,2.57
468,2016,김학성,NC,14.54,4,0,0,0,0,-,4 1/3,11,0,3,1,0,7,7,3.23
469,2016,전병두,SK,0.00,1,0,0,0,0,-,1/3,0,0,0,0,0,0,0,0.00
470,2016,조한욱,SK,0.00,2,0,0,0,0,-,2 1/3,1,0,4,0,2,0,0,2.14
471,2016,박희수,SK,3.29,51,4,5,26,0,0.444,54 2/3,43,3,26,5,37,23,20,1.26
472,2016,켈리,SK,3.68,31,9,8,0,0,0.529,200 1/3,205,15,60,7,152,91,82,1.32
473,2016,김광현,SK,3.88,27,11,8,0,1,0.579,137,139,17,41,6,116,68,59,1.31
474,2016,김주한,SK,4.25,39,3,1,1,2,0.750,59 1/3,62,6,14,4,50,28,28,1.28
475,2016,김태훈,SK,4.30,15,0,1,0,0,0.000,14 2/3,15,1,12,1,9,7,7,1.84
476,2016,채병용,SK,4.30,68,6,3,2,9,0.667,83 2/3,77,9,29,3,67,43,40,1.27
477,2016,서진용,SK,4.73,25,0,0,0,3,-,26 2/3,26,3,13,2,30,16,14,1.46
478,2016,정영일,SK,4.74,21,1,0,0,1,1.000,24 2/3,16,3,12,3,18,13,13,1.14
479,2016,윤희상,SK,4.84,23,9,6,0,0,0.600,122 2/3,143,18,44,6,74,69,66,1.52
480,2016,박민호,SK,4.91,32,0,1,0,3,0.000,36 2/3,40,4,9,4,18,20,20,1.34
481,2016,이정담,SK,5.06,6,0,0,0,0,-,5 1/3,6,1,2,0,0,3,3,1.50
482,2016,전유수,SK,5.13,46,2,4,0,3,0.333,54 1/3,67,6,29,0,45,38,31,1.77
483,2016,세든,SK,5.37,12,5,5,0,0,0.500,62,76,8,17,1,43,52,37,1.50
484,2016,박정배,SK,5.40,49,2,3,2,11,0.400,51 2/3,55,6,17,3,26,34,31,1.39
485,2016,신재웅,SK,5.50,35,0,1,0,4,0.000,18,16,4,17,3,17,12,11,1.83
486,2016,박종훈,SK,5.66,28,8,13,0,0,0.381,140,141,17,91,23,104,102,88,1.66
487,2016,김승회,SK,5.92,23,1,1,0,4,0.500,24 1/3,29,4,9,0,19,16,16,1.56
488,2016,문승원,SK,6.64,20,4,4,0,0,0.500,63 2/3,86,12,33,3,49,52,47,1.87
489,2016,라라,SK,6.70,17,2,6,0,1,0.250,48 1/3,66,5,30,1,40,46,36,1.99
490,2016,문광은,SK,9.53,17,1,1,0,1,0.500,17,30,6,7,0,13,18,18,2.18
491,2016,임준혁,SK,10.06,12,2,6,0,0,0.250,34,57,6,10,2,20,41,38,1.97
492,2016,이건욱,SK,27.00,1,0,0,0,0,-,2/3,2,0,0,0,1,2,2,3.00
493,2017,손동욱,넥센,0.00,1,0,0,0,0,-,1,0,0,1,0,1,0,0,1.00
494,2017,박승주,넥센,3.00,1,0,0,1,0,-,3,0,0,3,1,0,1,1,1.00
495,2017,밴헤켄,넥센,3.77,24,8,7,0,0,0.533,138 1/3,140,13,42,2,139,68,58,1.32
496,2017,김상수,넥센,3.82,60,0,7,15,9,0.000,61 1/3,59,8,22,3,62,29,26,1.32
497,2017,브리검,넥센,4.38,24,10,6,0,0,0.625,144,166,17,26,13,98,77,70,1.33
498,2017,최원태,넥센,4.46,25,11,7,0,0,0.611,149 1/3,161,19,34,12,126,76,74,1.31
499,2017,한현희,넥센,4.47,38,5,6,5,5,0.455,106 2/3,105,14,17,17,79,61,53,1.14
500,2017,신재영,넥센,4.54,34,6,7,1,2,0.462,125,137,14,25,16,75,68,63,1.30
501,2017,오주원,넥센,4.76,57,2,7,1,18,0.222,73 2/3,96,10,15,2,56,44,39,1.51
502,2017,하영민,넥센,4.76,28,1,1,0,1,0.500,45 1/3,49,5,30,1,23,24,24,1.74
503,2017,조상우,넥센,4.87,13,5,3,0,2,0.625,44 1/3,53,3,15,1,45,25,24,1.53
504,2017,김성민,넥센,4.93,33,4,3,0,1,0.571,87 2/3,104,12,40,9,75,54,48,1.64
505,2017,이영준,넥센,5.40,10,1,0,0,0,1.000,8 1/3,10,0,4,2,4,5,5,1.68
506,2017,이보근,넥센,5.47,55,6,2,6,18,0.750,52 2/3,62,9,17,0,58,32,32,1.50
507,2017,윤영삼,넥센,5.62,28,1,4,1,0,0.200,49 2/3,67,8,17,0,46,31,31,1.69
508,2017,김정인,넥센,5.93,13,0,0,0,0,-,13 2/3,19,0,4,1,13,10,9,1.68
509,2017,금민철,넥센,6.33,36,4,4,0,3,0.500,54,81,3,33,3,42,40,38,2.11
510,2017,박종윤,넥센,6.75,1,0,0,0,0,-,4,4,0,4,0,2,3,3,2.00
511,2017,정대현,넥센,7.06,17,3,8,0,0,0.273,66 1/3,91,13,23,3,27,55,52,1.72
512,2017,양훈,넥센,7.16,7,2,1,0,1,0.667,16 1/3,24,1,5,2,5,13,13,1.78
513,2017,김홍빈,넥센,7.36,3,0,0,0,0,-,7 1/3,15,0,1,3,4,7,6,2.18
514,2017,김해수,넥센,9.00,1,0,0,0,0,-,1,1,0,1,2,1,1,1,2.00
515,2017,황덕균,넥센,9.60,13,0,1,0,0,0.000,15,26,4,3,2,5,16,16,1.93
516,2017,박정준,넥센,9.64,4,0,0,0,0,-,4 2/3,6,1,1,2,4,5,5,1.50
517,2017,마정길,넥센,10.45,7,0,0,0,0,-,10 1/3,14,3,4,1,7,12,12,1.74
518,2017,오윤성,넥센,11.74,6,0,1,0,0,0.000,7 2/3,9,0,9,1,4,10,10,2.35
519,2017,김건태,넥센,12.00,5,1,0,0,0,1.000,6,13,1,2,0,5,8,8,2.50
520,2017,오설리반,넥센,15.75,3,0,2,0,0,0.000,8,17,2,2,1,6,14,14,2.38
521,2017,박주현,넥센,34.71,2,0,0,0,0,-,2 1/3,9,1,3,0,0,9,9,5.14
522,2017,고봉재,두산,0.00,1,0,0,0,0,-,1,2,0,1,0,0,0,0,3.00
523,2017,성영훈,두산,0.00,1,0,0,0,0,-,1,0,0,1,0,0,0,0,1.00
524,2017,장민익,두산,0.00,3,0,0,0,0,-,2,0,0,2,0,2,0,0,1.00
525,2017,조승수,두산,-,1,0,0,0,0,-,0,0,0,0,2,0,0,0,-
526,2017,장원준,두산,3.14,29,14,9,0,0,0.609,180 1/3,172,12,51,14,125,70,63,1.24
527,2017,김강률,두산,3.44,70,7,2,7,12,0.778,89,89,6,32,3,73,39,34,1.36
528,2017,함덕주,두산,3.67,35,9,8,0,2,0.529,137 1/3,128,8,64,4,139,61,56,1.40
529,2017,이현승,두산,3.98,57,3,2,5,9,0.600,52,62,4,16,4,38,23,23,1.50
530,2017,니퍼트,두산,4.06,30,14,8,0,0,0.636,179 2/3,175,20,77,10,161,88,81,1.40
531,2017,김명신,두산,4.37,39,3,1,0,5,0.750,45 1/3,54,2,12,7,38,23,22,1.46
532,2017,이용찬,두산,4.40,68,5,5,22,2,0.500,71 2/3,83,5,27,4,57,38,35,1.53
533,2017,유희관,두산,4.53,30,11,6,0,1,0.647,188 2/3,228,20,41,10,106,104,95,1.43
534,2017,보우덴,두산,4.64,17,3,5,0,0,0.375,87 1/3,90,15,38,6,51,47,45,1.47
535,2017,김승회,두산,4.96,69,7,4,0,11,0.636,69,86,6,17,6,41,38,38,1.49
536,2017,김성배,두산,5.32,45,2,1,1,4,0.667,44,47,8,9,6,33,26,26,1.27
537,2017,이영하,두산,5.55,20,3,3,0,0,0.500,35 2/3,43,8,16,3,26,22,22,1.65
538,2017,이현호,두산,5.70,24,1,0,0,0,1.000,30,48,6,14,0,19,27,19,2.07
539,2017,전용훈,두산,6.00,7,0,0,0,0,-,9,11,0,2,0,6,7,6,1.44
540,2017,박치국,두산,6.75,21,1,1,0,0,0.500,32,37,3,14,6,23,25,24,1.59
541,2017,홍상삼,두산,7.94,11,1,1,0,0,0.500,17,20,2,11,2,7,17,15,1.82
542,2017,고원준,두산,10.61,5,0,1,0,0,0.000,9 1/3,17,0,8,0,6,11,11,2.68
543,2017,안규영,두산,13.50,5,0,0,0,0,-,5 1/3,7,0,8,0,4,8,8,2.81
544,2017,이용호,두산,27.00,1,0,0,0,0,-,1/3,2,0,2,0,0,1,1,12.00
545,2017,임진우,두산,27.00,1,0,0,0,0,-,1,4,0,1,0,1,3,3,5.00
546,2017,진명호,롯데,0.00,4,0,0,0,0,-,5,1,0,5,0,7,0,0,1.20
547,2017,차재용,롯데,0.00,3,0,0,0,0,-,2 1/3,1,0,0,0,2,0,0,0.43
548,2017,손승락,롯데,2.18,61,1,3,37,0,0.250,62,59,7,11,1,62,16,15,1.13
549,2017,박세웅,롯데,3.68,28,12,6,0,0,0.667,171 1/3,170,21,56,9,117,74,70,1.32
550,2017,린드블럼,롯데,3.72,12,5,3,0,0,0.625,72 2/3,66,10,18,2,76,31,30,1.16
551,2017,레일리,롯데,3.80,30,13,7,0,0,0.650,187 1/3,199,19,44,17,156,87,79,1.30
552,2017,강영식,롯데,3.86,4,0,1,0,0,0.000,2 1/3,4,0,1,0,2,2,1,2.14
553,2017,조정훈,롯데,3.91,26,4,2,0,8,0.667,23,17,1,13,0,25,11,10,1.30
554,2017,송승준,롯데,4.21,30,11,5,0,1,0.688,130 1/3,132,19,41,4,113,63,61,1.33
555,2017,배장호,롯데,4.34,72,8,1,0,6,0.889,66 1/3,70,9,19,8,47,37,32,1.34
556,2017,장시환,롯데,4.38,53,4,4,0,10,0.500,51 1/3,48,6,31,4,57,28,25,1.54
557,2017,김유영,롯데,4.44,40,0,0,0,2,-,48 2/3,52,5,25,3,41,24,24,1.58
558,2017,강동호,롯데,4.79,27,2,1,0,0,0.667,41 1/3,43,8,16,1,26,24,22,1.43
559,2017,박진형,롯데,5.11,45,4,4,2,10,0.500,88,88,8,47,4,95,51,50,1.53
560,2017,이정민,롯데,5.40,24,3,1,0,2,0.750,26 2/3,32,5,9,2,11,17,16,1.54
561,2017,김원중,롯데,5.70,24,7,8,0,0,0.467,107 1/3,130,13,56,10,87,71,68,1.73
562,2017,이명우,롯데,5.74,34,2,0,0,4,1.000,26 2/3,34,3,7,2,15,19,17,1.54
563,2017,애디튼,롯데,5.91,15,2,7,0,0,0.222,70,85,7,25,5,60,54,46,1.57
564,2017,윤길현,롯데,6.41,40,1,4,0,13,0.200,39 1/3,46,3,16,5,43,29,28,1.58
565,2017,박시영,롯데,6.47,47,2,3,0,5,0.400,57,60,14,32,1,52,45,41,1.61
566,2017,노경은,롯데,11.66,9,0,2,0,0,0.000,14 2/3,25,4,8,1,8,19,19,2.25
567,2017,장지훈,삼성,0.00,4,0,0,0,0,-,2 1/3,2,0,1,0,5,0,0,1.29
568,2017,심창민,삼성,4.18,66,4,7,6,16,0.364,75 1/3,55,12,44,7,103,36,35,1.31
569,2017,윤성환,삼성,4.28,28,12,9,0,0,0.571,174 1/3,181,22,37,15,130,86,83,1.25
570,2017,백정현,삼성,4.38,35,8,4,0,3,0.667,100 2/3,110,11,36,6,94,52,49,1.45
571,2017,장필준,삼성,4.68,56,4,8,21,3,0.333,67 1/3,82,6,26,4,82,37,35,1.60
572,2017,임현준,삼성,5.06,11,0,0,0,0,-,10 2/3,11,0,4,2,4,7,6,1.41
573,2017,이승현,삼성,5.12,30,2,0,0,0,1.000,31 2/3,36,9,22,1,25,21,18,1.83
574,2017,권오준,삼성,5.14,45,1,2,0,1,0.333,56,57,11,14,4,55,32,32,1.27
575,2017,우규민,삼성,5.21,27,7,10,0,0,0.412,133,161,19,23,16,100,95,77,1.38
576,2017,장원삼,삼성,5.61,49,4,5,0,6,0.444,67 1/3,96,8,17,5,55,48,42,1.68
577,2017,김승현,삼성,5.77,41,0,3,0,0,0.000,43 2/3,51,7,34,6,37,31,28,1.95
578,2017,페트릭,삼성,6.18,25,3,10,0,0,0.231,134,174,18,52,6,87,95,92,1.69
579,2017,최지광,삼성,6.48,11,0,2,0,0,0.000,25,28,2,22,1,23,20,18,2.00
580,2017,김동호,삼성,6.75,20,0,1,0,0,0.000,36,52,1,21,6,16,27,27,2.03
581,2017,레나도,삼성,6.80,11,2,3,0,0,0.400,49,70,11,27,6,28,46,37,1.98
582,2017,김시현,삼성,7.59,17,0,0,0,0,-,21 1/3,29,4,15,2,16,18,18,2.06
583,2017,최충연,삼성,7.61,42,3,8,0,3,0.273,84,110,12,48,9,74,71,71,1.88
584,2017,안성무,삼성,7.71,5,1,1,0,0,0.500,11 2/3,14,2,10,1,8,10,10,2.06
585,2017,황수범,삼성,8.04,10,1,2,0,0,0.333,31 1/3,45,7,19,2,26,34,28,2.04
586,2017,안규현,삼성,9.00,1,0,0,0,0,-,2,2,0,3,1,1,2,2,2.50
587,2017,임대한,삼성,9.00,12,0,0,0,0,-,14,26,3,15,0,13,17,14,2.93
588,2017,김현우,삼성,9.28,8,0,0,0,0,-,10 2/3,15,4,3,2,11,13,11,1.69
589,2017,박근홍,삼성,9.39,24,0,0,0,1,-,15 1/3,13,2,14,3,14,17,16,1.76
590,2017,김대우,삼성,9.54,25,2,5,0,1,0.286,50,71,7,26,8,28,56,53,1.94
591,2017,정인욱,삼성,9.84,9,1,4,0,0,0.200,32,46,9,14,4,27,37,35,1.88
592,2017,이수민,삼성,10.13,1,0,0,0,0,-,2 2/3,4,0,1,1,1,3,3,1.88
593,2017,김경태,한화,1.42,19,1,0,0,6,1.000,12 2/3,12,0,9,2,17,3,2,1.66
594,2017,정우람,한화,2.75,56,6,4,26,0,0.600,59,47,5,19,4,78,20,18,1.12
595,2017,정재원,한화,3.43,14,0,2,0,1,0.000,21,23,0,11,5,9,12,8,1.62
596,2017,오간도,한화,3.93,19,10,5,0,0,0.667,110,115,8,30,11,74,53,48,1.32
597,2017,박정진,한화,3.94,55,3,2,1,7,0.600,48,38,6,24,3,51,28,21,1.29
598,2017,박상원,한화,4.15,18,0,0,0,1,-,21 2/3,19,3,7,0,13,10,10,1.20
599,2017,이동걸,한화,4.17,24,0,0,1,2,-,36 2/3,36,5,5,3,22,18,17,1.12
600,2017,비야누에바,한화,4.18,20,5,7,0,0,0.417,112,108,12,23,5,68,58,52,1.17
601,2017,송신영,한화,4.26,5,0,0,0,0,-,6 1/3,6,0,0,2,6,3,3,0.95
602,2017,서균,한화,4.40,14,0,0,0,0,-,14 1/3,17,2,3,3,10,7,7,1.40
603,2017,김재영,한화,4.54,20,5,7,0,0,0.417,85 1/3,101,9,19,12,51,51,43,1.41
604,2017,심수창,한화,4.74,48,3,1,2,2,0.750,57,71,8,22,2,54,32,30,1.63
605,2017,배영수,한화,5.06,25,7,8,0,0,0.467,128,155,17,29,13,86,82,72,1.44
606,2017,윤규진,한화,5.22,36,8,7,0,2,0.533,119,138,19,44,4,93,71,69,1.53
607,2017,안영명,한화,5.75,25,1,8,0,0,0.111,87 2/3,123,11,28,5,54,62,56,1.72
608,2017,강승현,한화,5.87,31,0,1,0,1,0.000,38 1/3,42,4,15,0,40,26,25,1.49
609,2017,권혁,한화,6.32,37,1,3,0,11,0.250,31 1/3,39,6,9,5,17,23,22,1.53
610,2017,송은범,한화,6.51,13,0,4,1,0,0.000,37 1/3,45,4,23,3,15,30,27,1.82
611,2017,송창식,한화,6.63,63,5,6,0,15,0.455,73 1/3,77,13,33,5,64,56,54,1.50
612,2017,이태양,한화,7.17,16,3,6,0,0,0.333,59,79,12,26,2,29,49,47,1.78
613,2017,장민재,한화,7.76,33,2,5,0,0,0.286,62 2/3,94,11,23,2,30,60,54,1.87
614,2017,김범수,한화,8.71,15,0,4,0,0,0.000,31,43,7,24,3,16,30,30,2.16
615,2017,김진영,한화,10.13,3,0,0,0,0,-,2 2/3,5,0,2,0,4,3,3,2.63
616,2017,이충호,한화,13.50,21,1,1,0,1,0.500,11 1/3,21,3,12,3,8,18,17,2.91
617,2017,김민우,한화,17.18,4,0,0,0,0,-,7 1/3,20,1,6,3,5,15,14,3.55
618,2017,이민우,KIA,2.84,4,1,1,0,0,0.500,12 2/3,14,2,0,1,9,4,4,1.11
619,2017,임기준,KIA,3.27,15,0,1,1,2,0.000,22,25,1,15,0,12,9,8,1.82
620,2017,양현종,KIA,3.44,31,20,6,0,0,0.769,193 1/3,209,17,45,0,158,88,74,1.31
621,2017,헥터,KIA,3.48,30,20,5,0,0,0.800,201 2/3,221,21,45,5,149,83,78,1.32
622,2017,김명찬,KIA,3.60,6,0,0,0,1,-,5,5,0,2,0,2,2,2,1.40
623,2017,임기영,KIA,3.65,23,8,6,0,0,0.571,118 1/3,138,9,18,6,73,54,48,1.32
624,2017,임창용,KIA,3.78,51,8,6,7,9,0.571,50,51,3,22,5,58,22,21,1.46
625,2017,팻딘,KIA,4.14,30,9,7,0,0,0.563,176,211,22,39,16,143,86,81,1.42
626,2017,고효준,KIA,4.28,40,3,1,0,4,0.750,40,44,1,22,5,35,19,19,1.65
627,2017,김윤동,KIA,4.59,65,7,4,11,6,0.636,80 1/3,70,10,47,5,66,41,41,1.46
628,2017,김세현,KIA,5.40,48,1,5,18,7,0.167,50,65,4,15,2,47,31,30,1.60
629,2017,심동섭,KIA,5.68,52,2,2,2,11,0.500,50 2/3,64,6,21,0,50,34,32,1.68
630,2017,정용운,KIA,5.92,25,3,2,0,0,0.600,59 1/3,56,7,37,7,32,41,39,1.57
631,2017,홍건희,KIA,6.41,31,1,1,0,0,0.500,59,83,5,21,2,41,44,42,1.76
632,2017,박진태,KIA,6.55,38,0,1,3,2,0.000,57 2/3,76,5,19,10,24,45,42,1.65
633,2017,박지훈,KIA,7.07,18,1,1,0,4,0.500,14,16,1,9,1,10,12,11,1.79
634,2017,한승혁,KIA,7.15,36,1,1,1,3,0.500,39,46,4,23,1,42,32,31,1.77
635,2017,김진우,KIA,7.93,14,2,6,0,0,0.250,36 1/3,52,5,23,7,21,33,32,2.06
636,2017,박경태,KIA,9.00,3,0,0,0,0,-,4,7,0,3,0,3,6,4,2.50
637,2017,손영민,KIA,10.80,15,0,1,0,4,0.000,13 1/3,26,4,3,1,9,16,16,2.18
638,2017,정동현,KIA,11.57,1,0,1,0,0,0.000,2 1/3,5,1,2,0,2,3,3,3.00
639,2017,남재현,KIA,11.74,9,0,0,0,0,-,7 2/3,16,1,9,0,8,11,10,3.26
