,연도,선수이름,팀명,포지션,경기,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율
538,2015,김선규,LG,투수,31,0,31 2/3,0,0,2,5,0,1.000,0,0,0,-
539,2015,김용의,LG,우익수,28,15,145 2/3,0,0,27,1,0,1.000,0,0,0,-
540,2015,문선재,LG,1루수,27,7,86 2/3,0,0,101,5,7,1.000,0,0,0,-
541,2015,김용의,LG,중견수,26,16,148,1,0,37,1,0,0.974,0,0,0,-
542,2015,우규민,LG,투수,25,25,152 2/3,1,4,9,30,3,0.975,0,0,0,-
543,2015,유원상,LG,투수,25,0,37,0,0,3,4,0,1.000,0,0,0,-
544,2015,김지용,LG,투수,24,0,32 2/3,1,0,1,1,0,0.667,0,0,0,-
545,2015,류제국,LG,투수,24,23,130,2,1,10,27,3,0.949,0,0,0,-
546,2015,김용의,LG,1루수,22,11,94 2/3,1,0,79,6,8,0.988,0,0,0,-
547,2015,이민재,LG,중견수,22,4,76,0,0,13,0,0,1.000,0,0,0,-
548,2015,황목치승,LG,2루수,22,21,155,2,0,41,44,17,0.977,0,0,0,-
549,2015,윤진호,LG,3루수,19,0,33 2/3,0,0,5,12,1,1.000,0,0,0,-
550,2015,백창수,LG,2루수,18,7,70 2/3,3,0,22,23,8,0.938,0,0,0,-
551,2015,장준원,LG,유격수,17,8,66,3,0,14,24,9,0.927,0,0,0,-
552,2015,최동환,LG,투수,17,0,20 2/3,1,0,0,0,0,0.000,0,0,0,-
553,2015,이승현,LG,투수,15,0,15 1/3,0,0,1,1,0,1.000,0,0,0,-
554,2015,손주인,LG,3루수,14,14,116,2,0,7,20,3,0.931,0,0,0,-
555,2015,임훈,LG,좌익수,13,3,44,0,0,7,0,0,1.000,0,0,0,-
556,2015,정성훈,LG,3루수,13,12,94 1/3,3,0,9,18,1,0.900,0,0,0,-
557,2015,한나한,LG,1루수,13,13,92,1,0,66,8,13,0.987,0,0,0,-
558,2015,채은성,LG,중견수,12,4,45 1/3,0,0,8,0,0,1.000,0,0,0,-
559,2015,장진용,LG,투수,11,9,32 1/3,0,0,2,5,0,1.000,0,0,0,-
560,2015,김영관,LG,유격수,10,4,33,2,0,6,16,4,0.917,0,0,0,-
561,2015,박지규,LG,1루수,10,0,17,0,0,13,2,1,1.000,0,0,0,-
562,2015,이병규,LG,우익수,10,7,63,0,0,12,0,0,1.000,0,0,0,-
563,2015,채은성,LG,좌익수,10,5,50,0,0,8,0,0,1.000,0,0,0,-
564,2015,박성준,LG,2루수,9,3,32,0,0,7,9,3,1.000,0,0,0,-
565,2015,윤진호,LG,2루수,8,0,11,1,0,2,5,0,0.875,0,0,0,-
566,2015,임지섭,LG,투수,8,8,31 2/3,1,1,1,3,0,0.800,0,0,0,-
567,2015,최승준,LG,1루수,8,8,64 2/3,0,0,63,4,6,1.000,0,0,0,-
568,2015,조윤준,LG,포수,7,1,17 2/3,0,0,19,0,0,1.000,0,2,0,0.0
569,2015,김재성,LG,포수,6,0,12,0,0,7,2,0,1.000,0,0,1,100
570,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
571,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
572,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
573,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
574,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
575,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
576,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
577,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
578,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
579,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
580,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
581,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
582,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
583,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
584,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
585,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
586,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
587,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
588,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
589,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
590,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
591,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
592,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
593,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
594,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
595,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
596,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
597,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
598,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
599,2015,장준원,LG,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
600,2015,김태군,NC,포수,144,139,1086 2/3,3,1,922,59,6,0.997,4,74,31,29.5
601,2015,나성범,NC,우익수,142,141,1192 1/3,6,0,268,11,4,0.979,0,0,0,-
602,2015,박민우,NC,2루수,141,133,1127 2/3,11,0,266,376,88,0.983,0,0,0,-
603,2015,손시헌,NC,유격수,140,137,1102,13,0,187,347,75,0.976,0,0,0,-
604,2015,테임즈,NC,1루수,125,125,1010,4,0,934,70,88,0.996,0,0,0,-
605,2015,이종욱,NC,중견수,124,120,1006,1,0,227,6,1,0.996,0,0,0,-
606,2015,지석훈,NC,3루수,124,106,835,12,0,72,165,18,0.952,0,0,0,-
607,2015,김종호,NC,좌익수,122,114,861,2,0,186,5,2,0.990,0,0,0,-
608,2015,김성욱,NC,좌익수,93,23,320 1/3,0,0,73,5,1,1.000,0,0,0,-
609,2015,용덕한,NC,포수,88,38,394 2/3,1,2,334,31,7,0.997,1,36,14,28.0
610,2015,임정호,NC,투수,80,0,48,0,1,0,7,0,1.000,0,0,0,-
611,2015,최금강,NC,투수,78,0,89 2/3,3,0,8,12,1,0.870,0,0,0,-
612,2015,모창민,NC,3루수,65,36,343 1/3,5,0,23,79,10,0.953,0,0,0,-
613,2015,이민호,NC,투수,64,6,96,2,0,1,8,0,0.818,0,0,0,-
614,2015,임창민,NC,투수,61,0,64,2,0,3,8,0,0.846,0,0,0,-
615,2015,김진성,NC,투수,58,0,66,0,0,2,7,0,1.000,0,0,0,-
616,2015,조영훈,NC,1루수,56,17,215 1/3,4,0,209,15,22,0.982,0,0,0,-
617,2015,노진혁,NC,유격수,41,1,81,1,0,10,22,7,0.970,0,0,0,-
618,2015,최재원,NC,중견수,39,8,108 2/3,0,0,24,1,0,1.000,0,0,0,-
619,2015,박광열,NC,포수,33,0,65 1/3,0,0,53,2,1,1.000,1,2,0,0.0
620,2015,해커,NC,투수,31,31,204,0,0,23,37,3,1.000,0,0,0,-
621,2015,이재학,NC,투수,29,23,125,3,0,10,12,1,0.880,0,0,0,-
622,2015,이태양,NC,투수,29,25,137 1/3,2,0,6,23,4,0.935,0,0,0,-
623,2015,이혜천,NC,투수,29,0,17 1/3,0,0,1,4,1,1.000,0,0,0,-
624,2015,지석훈,NC,2루수,29,10,125 2/3,4,0,29,48,14,0.951,0,0,0,-
625,2015,손민한,NC,투수,26,19,105,0,0,3,15,2,1.000,0,0,0,-
626,2015,노진혁,NC,3루수,24,1,51,0,0,3,10,0,1.000,0,0,0,-
627,2015,민성기,NC,투수,21,0,25 2/3,0,0,2,2,0,1.000,0,0,0,-
628,2015,강장산,NC,투수,20,0,25 2/3,1,0,0,3,0,0.750,0,0,0,-
629,2015,손정욱,NC,투수,20,1,23 1/3,0,0,1,4,0,1.000,0,0,0,-
630,2015,김성욱,NC,우익수,19,2,65,0,0,16,1,0,1.000,0,0,0,-
631,2015,스튜어트,NC,투수,19,19,117 2/3,0,0,9,11,0,1.000,0,0,0,-
632,2015,김준완,NC,중견수,18,8,81,1,0,27,1,0,0.966,0,0,0,-
633,2015,지석훈,NC,유격수,18,6,56 2/3,1,0,5,22,7,0.964,0,0,0,-
634,2015,노성호,NC,투수,17,3,23 2/3,0,1,0,4,0,1.000,0,0,0,-
635,2015,김성욱,NC,중견수,16,7,74 1/3,0,0,22,1,0,1.000,0,0,0,-
636,2015,이창섭,NC,유격수,14,0,26 2/3,0,0,3,7,1,1.000,0,0,0,-
637,2015,최재원,NC,3루수,14,1,38,0,0,2,8,3,1.000,0,0,0,-
638,2015,김준완,NC,좌익수,12,2,31,0,0,4,0,0,1.000,0,0,0,-
639,2015,찰리,NC,투수,12,12,53 1/3,1,0,4,11,0,0.938,0,0,0,-
640,2015,최재원,NC,좌익수,12,3,42 1/3,0,0,12,0,0,1.000,0,0,0,-
641,2015,박명환,NC,투수,11,4,26,0,0,1,3,0,1.000,0,0,0,-
642,2015,박진우,NC,투수,10,0,14 1/3,0,0,2,4,0,1.000,0,0,0,-
643,2015,박정준,NC,좌익수,9,1,22,0,0,2,0,0,1.000,0,0,0,-
644,2015,황윤호,NC,유격수,9,0,13,0,0,1,3,0,1.000,0,0,0,-
645,2015,조평호,NC,1루수,7,0,11,0,0,7,1,4,1.000,0,0,0,-
646,2015,고창성,NC,투수,6,0,9 2/3,0,0,1,1,0,1.000,0,0,0,-
647,2015,모창민,NC,1루수,6,2,30,1,0,30,0,2,0.968,0,0,0,-
648,2015,최재원,NC,1루수,6,0,13,0,0,16,3,2,1.000,0,0,0,-
649,2015,최재원,NC,2루수,5,0,13,0,0,4,2,1,1.000,0,0,0,-
650,2015,윤병호,NC,우익수,4,0,19,0,0,4,0,0,1.000,0,0,0,-
651,2015,조평호,NC,3루수,4,0,9,0,0,2,1,0,1.000,0,0,0,-
652,2015,문수호,NC,투수,2,0,0,0,0,0,0,0,-,0,0,0,-
653,2015,윤강민,NC,투수,2,0,1,0,0,0,0,0,-,0,0,0,-
654,2015,장현식,NC,투수,2,0,2,0,0,0,1,0,1.000,0,0,0,-
655,2015,강구성,NC,좌익수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
