,연도,선수이름,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이
1655,2020,유한준,KT,0.281,50,189,171,26,48,8,0,6,74,28,0,0
1656,2020,장성우,KT,0.276,63,214,185,19,51,7,0,6,76,40,6,3
1657,2020,김민혁,KT,0.275,57,144,131,20,36,3,2,3,52,13,1,1
1658,2020,천성호,KT,0.265,30,55,49,7,13,3,0,0,16,1,0,0
1659,2020,강민국,KT,0.257,34,35,35,5,9,0,0,0,9,5,0,0
1660,2020,강현우,KT,0.240,22,27,25,2,6,2,0,1,11,3,0,0
1661,2020,심우준,KT,0.222,67,260,234,25,52,5,2,1,64,25,7,1
1662,2020,오태곤,KT,0.220,38,55,50,7,11,1,1,0,14,5,0,0
1663,2020,문상철,KT,0.197,36,72,66,12,13,2,0,2,21,9,1,1
1664,2020,김병희,KT,0.176,11,17,17,2,3,0,0,1,6,1,0,0
1665,2020,박승욱,KT,0.167,31,45,36,7,6,0,1,0,8,2,0,1
1666,2020,김성훈,KT,-,1,0,0,0,0,0,0,0,0,0,0,0
1667,2020,김영환,KT,0.000,4,6,6,0,0,0,0,0,0,0,0,0
1668,2020,김재윤,KT,-,2,0,0,0,0,0,0,0,0,0,0,0
1669,2020,류희운,KT,-,1,0,0,0,0,0,0,0,0,0,0,0
1670,2020,송민섭,KT,0.000,46,17,15,3,0,0,0,0,0,1,1,1
1671,2020,이대은,KT,-,1,0,0,0,0,0,0,0,0,0,0,0
1672,2020,이보근,KT,-,1,0,0,0,0,0,0,0,0,0,0,0
1673,2020,이상화,KT,-,1,0,0,0,0,0,0,0,0,0,0,0
1674,2020,주권,KT,-,1,0,0,0,0,0,0,0,0,0,0,0
1675,2020,김현수,LG,0.344,67,299,273,51,94,22,1,13,157,59,0,3
1676,2020,손호영,LG,0.333,11,21,21,4,7,2,0,0,9,2,0,0
1677,2020,박용택,LG,0.317,39,133,123,17,39,10,0,0,49,22,0,2
1678,2020,김용의,LG,0.313,51,49,48,12,15,0,1,1,20,8,1,0
1679,2020,라모스,LG,0.309,61,257,223,34,69,11,0,17,131,41,0,4
1680,2020,김민성,LG,0.303,36,136,119,10,36,9,0,1,48,20,2,1
1681,2020,이성우,LG,0.294,31,42,34,4,10,0,0,3,19,9,3,0
1682,2020,이천웅,LG,0.283,59,268,230,39,65,7,1,1,77,27,2,5
1683,2020,김호은,LG,0.282,34,75,71,10,20,4,0,2,30,7,0,0
1684,2020,오지환,LG,0.279,65,260,233,39,65,14,3,7,106,34,4,3
1685,2020,유강남,LG,0.279,64,228,208,24,58,9,0,6,85,39,0,2
1686,2020,채은성,LG,0.259,53,218,197,31,51,8,1,5,76,29,0,2
1687,2020,정주현,LG,0.258,59,138,124,19,32,6,2,3,51,16,2,1
1688,2020,백승현,LG,0.250,27,39,28,5,7,1,0,0,8,2,6,0
1689,2020,이형종,LG,0.250,11,49,44,7,11,2,1,2,21,6,0,0
1690,2020,홍창기,LG,0.248,58,153,121,26,30,9,2,1,46,10,0,2
1691,2020,정근우,LG,0.238,51,148,130,19,31,2,0,1,36,11,2,1
1692,2020,장준원,LG,0.208,12,26,24,2,5,2,0,0,7,2,0,0
1693,2020,전민수,LG,0.200,4,6,5,0,1,0,0,0,1,0,0,0
1694,2020,박재욱,LG,0.167,4,7,6,0,1,0,0,0,1,1,0,0
1695,2020,구본혁,LG,0.159,60,51,44,7,7,0,0,1,10,5,2,0
1696,2020,이재원,LG,0.083,7,13,12,0,1,0,0,0,1,0,0,0
1697,2020,김대현,LG,-,1,0,0,0,0,0,0,0,0,0,0,0
1698,2020,류원석,LG,-,1,0,0,0,0,0,0,0,0,0,0,0
1699,2020,박지규,LG,-,1,0,0,0,0,0,0,0,0,0,0,0
1700,2020,백청훈,LG,-,1,0,0,0,0,0,0,0,0,0,0,0
1701,2020,송은범,LG,-,2,0,0,0,0,0,0,0,0,0,0,0
1702,2020,신민재,LG,0.000,16,2,2,6,0,0,0,0,0,0,0,0
1703,2020,이우찬,LG,-,1,0,0,0,0,0,0,0,0,0,0,0
1704,2020,이찬혁,LG,-,1,0,0,0,0,0,0,0,0,0,0,0
1705,2020,최정원,NC,1.000,3,2,2,0,2,2,0,0,4,1,0,0
1706,2020,김형준,NC,0.500,5,9,8,0,4,0,0,0,4,1,0,0
1707,2020,강진성,NC,0.351,61,229,208,35,73,15,0,10,118,46,1,4
1708,2020,박민우,NC,0.318,61,260,233,41,74,16,2,3,103,26,1,5
1709,2020,나성범,NC,0.309,61,279,249,52,77,19,1,17,149,52,0,0
1710,2020,김태군,NC,0.300,44,84,70,12,21,6,0,1,30,15,6,1
1711,2020,이명기,NC,0.294,62,225,204,35,60,6,1,1,71,19,1,2
1712,2020,알테어,NC,0.292,66,260,236,49,69,8,5,18,141,62,0,1
1713,2020,박석민,NC,0.292,60,219,178,30,52,5,0,9,84,34,2,3
1714,2020,양의지,NC,0.291,54,207,179,31,52,14,0,9,93,44,0,3
1715,2020,권희동,NC,0.289,56,216,173,37,50,8,0,9,85,31,4,1
1716,2020,모창민,NC,0.282,30,73,71,2,20,7,0,1,30,4,0,0
1717,2020,김찬형,NC,0.280,44,57,50,8,14,4,0,0,18,6,2,1
1718,2020,노진혁,NC,0.269,59,213,193,31,52,8,1,9,89,33,1,0
1719,2020,김성욱,NC,0.241,40,90,79,17,19,2,0,3,30,10,3,0
1720,2020,김태진,NC,0.217,37,88,83,10,18,1,1,1,24,6,1,0
1721,2020,지석훈,NC,0.200,18,19,15,5,3,1,0,1,7,5,0,2
1722,2020,김준완,NC,0.192,21,31,26,4,5,0,0,1,8,3,0,0
1723,2020,이원재,NC,0.182,19,37,33,4,6,1,0,0,7,2,0,0
1724,2020,이상호,NC,0.114,44,38,35,11,4,0,0,0,4,0,1,0
1725,2020,강동연,NC,-,2,0,0,0,0,0,0,0,0,0,0,0
1726,2020,김건태,NC,-,3,0,0,0,0,0,0,0,0,0,0,0
1727,2020,김진성,NC,-,2,0,0,0,0,0,0,0,0,0,0,0
1728,2020,박준영,NC,0.000,2,5,5,0,0,0,0,0,0,0,0,0
1729,2020,배재환,NC,-,1,0,0,0,0,0,0,0,0,0,0,0
1730,2020,서호철,NC,0.000,2,8,8,0,0,0,0,0,0,0,0,0
1731,2020,송명기,NC,-,1,0,0,0,0,0,0,0,0,0,0,0
1732,2020,원종현,NC,-,1,0,0,0,0,0,0,0,0,0,0,0
1733,2020,장현식,NC,-,1,0,0,0,0,0,0,0,0,0,0,0
1734,2020,홍성무,NC,-,1,0,0,0,0,0,0,0,0,0,0,0
1735,2020,채태인,SK,0.333,27,69,63,4,21,1,0,2,28,13,0,0
1736,2020,최정,SK,0.295,63,259,210,44,62,14,0,15,121,42,0,2
1737,2020,최준우,SK,0.289,40,140,121,21,35,3,0,3,47,9,3,0
1738,2020,한동민,SK,0.282,26,98,85,15,24,3,0,9,54,18,0,2
1739,2020,최지훈,SK,0.271,51,202,181,23,49,5,1,1,59,8,4,1
1740,2020,오준혁,SK,0.259,36,87,81,10,21,3,0,2,30,8,0,0
1741,2020,로맥,SK,0.259,65,274,232,36,60,13,0,13,112,36,0,1
1742,2020,정의윤,SK,0.252,52,162,147,12,37,2,1,1,44,14,0,2
1743,2020,이거연,SK,0.250,3,5,4,0,1,0,0,0,1,0,0,0
1744,2020,남태혁,SK,0.245,26,54,49,2,12,1,0,1,16,10,0,0
1745,2020,김강민,SK,0.241,56,156,141,19,34,4,1,5,55,20,1,2
1746,2020,김성현,SK,0.239,62,157,134,12,32,1,0,0,33,7,6,1
1747,2020,이흥련,SK,0.238,19,66,63,2,15,1,0,2,22,9,0,1
1748,2020,정진기,SK,0.238,50,140,126,14,30,2,2,2,42,15,4,2
1749,2020,김경호,SK,0.231,17,40,39,5,9,1,0,0,10,1,0,0
1750,2020,고종욱,SK,0.212,30,90,85,1,18,0,2,0,22,9,0,0
1751,2020,김창평,SK,0.191,17,55,47,7,9,2,1,0,13,5,0,0
1752,2020,이현석,SK,0.190,37,86,79,5,15,2,0,2,23,6,2,0
1753,2020,이홍구,SK,0.188,23,53,48,3,9,1,0,1,13,3,0,1
1754,2020,최항,SK,0.182,15,38,33,2,6,0,0,0,6,3,0,0
1755,2020,윤석민,SK,0.169,27,62,59,2,10,1,0,1,14,8,0,1
1756,2020,정현,SK,0.165,56,103,91,10,15,3,0,1,21,2,3,0
1757,2020,유서준,SK,0.143,5,7,7,3,1,1,0,0,2,0,0,0
1758,2020,이재원,SK,0.111,14,47,45,1,5,0,0,0,5,2,0,0
1759,2020,김재현,SK,0.000,3,4,4,1,0,0,0,0,0,0,0,0
1760,2020,김정빈,SK,-,1,0,0,0,0,0,0,0,0,0,0,0
1761,2020,박민호,SK,-,2,0,0,0,0,0,0,0,0,0,0,0
1762,2020,서진용,SK,-,2,0,0,0,0,0,0,0,0,0,0,0
1763,2020,조영우,SK,-,1,0,0,0,0,0,0,0,0,0,0,0
1764,2020,하재훈,SK,-,1,0,0,0,0,0,0,0,0,0,0,0
